chr	pos	Cov	Meth
1	757124	2	1
1	757128	4	3
1	757129	4	3
1	757131	4	3
1	757133	4	3
1	757134	4	3
1	757141	10	5
1	757145	12	6
1	757147	12	6
1	757150	16	9
1	757151	17	10
1	757155	18	10
1	757157	20	12
1	757159	20	12
1	757160	21	13
1	757163	25	15
1	757164	25	15
1	757165	25	15
1	757166	25	15
1	757171	27	15
1	757174	29	17
1	757175	32	18
1	757176	33	18
1	757177	33	18
1	757178	34	19
1	757179	34	19
1	757181	35	20
1	757184	36	20
1	757188	39	20
1	757189	39	20
1	757190	39	20
1	757193	39	19
1	757195	38	19
1	757196	38	19
1	757197	38	19
1	757198	37	18
1	757200	37	18
1	757201	37	18
1	757202	37	18
1	757206	38	17
1	757208	39	18
1	757209	37	17
1	757212	36	16
1	757215	34	15
1	757216	34	15
1	757225	32	14
1	757227	30	14
1	757228	30	14
1	757230	30	15
1	757233	28	13
1	757235	28	13
1	757236	29	13
1	757239	27	12
1	757243	27	12
1	757244	27	12
1	757247	23	10
1	757249	23	10
1	757253	23	9
1	757258	22	10
1	757259	22	10
1	757262	21	11
1	757263	21	11
1	757265	22	11
1	757268	22	11
1	757270	24	11
1	757273	23	10
1	757274	23	10
1	757275	21	8
1	757277	21	8
1	757281	20	8
1	757283	19	8
1	757285	19	8
1	757287	19	8
1	757289	19	8
1	757292	16	6
1	757293	16	6
1	757297	15	6
1	757299	15	6
1	757301	13	5
1	757303	12	5
1	757306	11	5
1	757310	10	4
1	757315	9	4
1	757316	9	4
1	757317	9	4
1	757318	9	4
1	757322	7	3
1	757324	6	3
1	757325	5	2
1	757329	4	1
1	757334	2	0
1	757336	2	0
