pos	unmethyl	 methyl
11007845	17	12
11007869	10	14
11007889	8	15
11008616	11	8
11008635	18	11
11008647	19	11
11008862	2	14
11008942	7	17
11008952	7	15
11009019	14	6
11009125	8	10
11009296	9	15
11009467	17	3
11009769	6	19
11010103	4	14
11010151	5	15
11010174	0	20
11010285	17	6
11010317	3	17
11010659	16	4
11010733	1	16
11010740	1	17
11011310	13	0
11011345	2	12
11011385	2	11
11011535	0	17
11011581	19	0
11011645	7	12
11011667	3	15
11013248	12	9
11013565	3	19
11013573	2	20
11013590	2	19
11013641	7	7
11014173	10	6
11014195	7	12
11014257	11	16
11014372	11	9
11014393	15	5
11014444	20	0
11014448	20	0
11014457	18	0
11014514	11	13
11014583	16	7
11014591	13	7
11014604	14	8
11014610	13	8
11014707	3	14
11014736	4	14
11014744	4	18
11014794	0	27
11014813	0	25
11014894	14	1
11014906	13	1
11014969	0	18
11015026	1	17
11015031	1	16
11015039	1	14
11015042	1	14
11015044	2	16
11015049	2	16
11015057	1	18
11015064	2	18
11015067	2	19
11015078	2	18
11015081	2	18
11015084	2	19
11015093	3	21
11015101	4	19
11015120	6	17
11015126	6	19
11015134	6	19
11015165	9	17
11015168	10	16
11015192	15	10
11016317	0	8
11016325	2	7
11016337	2	7
11016695	8	11
11017134	14	7
11017169	12	10
11017209	14	7
11017359	9	9
11017438	3	15
11017469	4	18
11017580	11	10
11018198	6	11
11019226	4	16
11019682	16	4
11019726	15	2
11019854	17	10
11020102	6	16
11020705	13	10
11020718	15	10
11021547	8	10
11021932	15	4
11023425	15	3
11024005	7	12
11024096	8	8
11024328	21	8
