chr	pos	Cov	Meth
1	11007844	29	12
1	11007868	24	14
1	11007888	23	15
1	11008615	19	8
1	11008634	29	11
1	11008646	30	11
1	11008861	16	14
1	11008941	24	17
1	11008951	22	15
1	11009018	20	6
1	11009124	18	10
1	11009295	24	15
1	11009466	20	3
1	11009768	25	19
1	11010102	18	14
1	11010150	20	15
1	11010173	20	20
1	11010284	23	6
1	11010316	20	17
1	11010658	20	4
1	11010732	17	16
1	11010739	18	17
1	11011309	13	0
1	11011344	14	12
1	11011384	13	11
1	11011534	17	17
1	11011580	19	0
1	11011644	19	12
1	11011666	18	15
1	11013247	21	9
1	11013564	22	19
1	11013572	22	20
1	11013589	21	19
1	11013640	14	7
1	11014172	16	6
1	11014194	19	12
1	11014256	27	16
1	11014371	20	9
1	11014392	20	5
1	11014443	20	0
1	11014447	20	0
1	11014456	18	0
1	11014513	24	13
1	11014582	23	7
1	11014590	20	7
1	11014603	22	8
1	11014609	21	8
1	11014706	17	14
1	11014735	18	14
1	11014743	22	18
1	11014793	27	27
1	11014812	25	25
1	11014893	15	1
1	11014905	14	1
1	11014968	18	18
1	11015025	18	17
1	11015030	17	16
1	11015038	15	14
1	11015041	15	14
1	11015043	18	16
1	11015048	18	16
1	11015056	19	18
1	11015063	20	18
1	11015066	21	19
1	11015077	20	18
1	11015080	20	18
1	11015083	21	19
1	11015092	24	21
1	11015100	23	19
1	11015119	23	17
1	11015125	25	19
1	11015133	25	19
1	11015164	26	17
1	11015167	26	16
1	11015191	25	10
1	11016316	8	8
1	11016324	9	7
1	11016336	9	7
1	11016694	19	11
1	11017133	21	7
1	11017168	22	10
1	11017208	21	7
1	11017358	18	9
1	11017437	18	15
1	11017468	22	18
1	11017579	21	10
1	11018197	17	11
1	11019225	20	16
1	11019681	20	4
1	11019725	17	2
1	11019853	27	10
1	11020101	22	16
1	11020704	23	10
1	11020717	25	10
1	11021546	18	10
1	11021931	19	4
1	11023424	18	3
1	11024004	19	12
1	11024095	16	8
1	11024327	28	8
