pos	unmethyl	 methyl
11007845	0.5	0.5
11007869	0.3	0.7
11007889	0.15	0.85
11008616	0.7	0.3
11008635	0.7	0.3
11008647	0.7	0.3
11008862	0.15	0.85
11008942	0.35	0.65
11008952	0.35	0.65
11009019	0.7	0.3
11009125	0.35	0.65
11009296	0.5	0.5
11009467	0.65	0.35
11009769	0.3	0.7
11010103	0.15	0.85
11010151	0.35	0.65
11010174	0	1
11010285	0.85	0.15
11010317	0.15	0.85
11010659	0.85	0.15
11010733	0.15	0.85
11010740	0.15	0.85
11011310	1	0
11011345	0.15	0.85
11011385	0.35	0.65
11011535	0	1
11011581	1	0
11011645	0.35	0.65
11011667	0.15	0.85
11013248	0.5	0.5
11013565	0.15	0.85
11013573	0.15	0.85
11013590	0.15	0.85
11013641	0.5	0.5
11014173	0.65	0.35
11014195	0.3	0.7
11014257	0.5	0.5
11014372	0.5	0.5
11014393	0.7	0.3
11014444	1	0
11014448	1	0
11014457	1	0
11014514	0.5	0.5
11014583	0.65	0.35
11014591	0.65	0.35
11014604	0.65	0.35
11014610	0.65	0.35
11014707	0.15	0.85
11014736	0.15	0.85
11014744	0.15	0.85
11014794	0	1
11014813	0	1
11014894	0.85	0.15
11014906	0.85	0.15
11014969	0	1
11015026	0.3	0.7
11015031	0.3	0.7
11015039	0.3	0.7
11015042	0.3	0.7
11015044	0.3	0.7
11015049	0.3	0.7
11015057	0.3	0.7
11015064	0.3	0.7
11015067	0.3	0.7
11015078	0.3	0.7
11015081	0.3	0.7
11015084	0.3	0.7
11015093	0.3	0.7
11015101	0.3	0.7
11015120	0.3	0.7
11015126	0.3	0.7
11015134	0.3	0.7
11015165	0.35	0.65
11015168	0.35	0.65
11015192	0.65	0.35
11016317	0.15	0.85
11016325	0.15	0.85
11016337	0.15	0.85
11016695	0.5	0.5
11017134	0.65	0.35
11017169	0.5	0.5
11017209	0.65	0.35
11017359	0.5	0.5
11017438	0.15	0.85
11017469	0.15	0.85
11017580	0.5	0.5
11018198	0.5	0.5
11019226	0.15	0.85
11019682	0.7	0.3
11019726	0.85	0.15
11019854	0.65	0.35
11020102	0.35	0.65
11020705	0.65	0.35
11020718	0.65	0.35
11021547	0.35	0.65
11021932	0.65	0.35
11023425	0.85	0.15
11024005	0.35	0.65
11024096	0.35	0.65
11024328	0.65	0.35
