pos	unmethyl	 methyl
757127	28	0
757132	42	0
757133	50	0
757134	52	0
757135	57	0
757136	59	0
757137	60	0
757140	75	0
757142	85	0
757153	135	0
757156	149	0
757157	156	0
757179	0	249
757181	0	262
757185	0	280
757197	236	66
757200	234	66
757204	235	62
757207	239	61
757209	237	59
757217	238	57
757224	241	53
757228	231	51
757234	227	47
757235	228	45
757238	232	45
757247	234	46
757248	232	46
757251	226	44
757260	224	51
757262	221	53
757264	226	55
757272	224	55
757274	226	58
757304	152	45
757307	142	44
757310	130	40
757311	127	40
757316	108	35
757317	106	35
757321	92	34
757328	72	23
757332	60	18
757335	48	15
757339	39	13
757343	23	8
