pos	unmethyl	 methyl
757121	0	0
757127	0	0
757148	0	5
757156	0	6
757161	0	7
757169	0	7
757173	0	8
757174	0	8
757177	1	9
757191	4	9
757198	4	10
757209	6	10
757212	6	10
757225	16	3
757242	13	10
757248	14	10
757252	15	10
757266	15	11
757271	15	11
757272	15	11
757278	15	13
757287	15	15
757288	15	15
757294	15	15
757298	15	16
757310	17	17
757313	17	17
757314	17	17
757330	21	17
757348	21	14
757351	21	14
757352	21	14
757361	21	14
757362	21	14
757367	22	14
757382	20	14
757386	21	14
757391	20	13
757393	20	13
757394	20	13
757405	14	20
757406	14	20
757409	16	19
757425	20	12
757432	18	11
757437	18	11
757441	17	11
757444	17	11
757446	17	11
757449	16	11
757467	16	9
757468	16	9
757472	16	9
757482	11	11
757484	11	11
757490	10	11
757492	10	11
757500	9	10
757503	9	9
757507	9	9
757527	6	7
757529	6	7
757539	8	4
757550	5	6
757552	5	6
757561	4	5
757569	3	5
757579	4	4
757583	4	3
757584	4	2
757586	4	2
757596	3	1
757604	2	0
757605	2	0
757612	0	0
757702	0	0
757719	0	0
757725	0	0
757729	0	0
757743	0	0
757748	0	0
757749	0	0
757755	0	0
757764	0	0
757765	0	0
757771	0	0
757775	0	0
757787	0	0
757790	0	0
757791	0	0
757807	0	0
757825	0	0
757828	0	0
757829	0	0
757838	0	0
757839	0	0
757844	0	0
757859	0	0
757863	0	0
757868	0	0
757870	0	0
757871	0	0
757882	0	0
757883	0	0
757886	0	0
757902	0	0
757909	0	0
757914	0	0
757918	0	0
757921	0	0
757923	0	0
757926	0	0
757944	0	0
757945	0	0
757949	0	0
757959	0	0
757961	0	0
757967	0	0
757969	0	0
757977	0	0
757980	0	0
757984	0	0
758004	0	0
758006	0	0
758016	0	0
758027	0	0
758029	0	0
758038	0	0
758046	0	0
758056	0	0
758060	0	0
758061	0	0
758063	0	0
757654	0	0
757668	0	0
757675	0	0
757686	0	0
757689	0	0
758073	0	0
758081	0	0
758082	0	0
757625	0	0
757633	0	0
757638	0	0
757646	0	0
757650	0	0
757651	0	0
