chr	pos	Cov	Meth
13	19218089	88	42
13	19218092	88	47
13	19218106	88	21
13	19239934	153	144
13	19239992	153	99
13	19240052	1	1
13	19240079	1	1
13	19631347	5	5
13	19631371	5	5
13	19631377	5	5
13	19631383	5	4
13	19631782	65	56
13	19631786	65	61
13	19631790	65	60
13	19633234	3	1
13	19633244	3	3
13	19633273	3	3
13	19633278	3	3
13	19633322	2	0
13	19633384	2	0
13	19633392	2	0
13	19648363	1	0
13	19648509	5	0
13	19648559	5	4
13	19648631	3	0
13	19648691	3	3
13	19662884	2	0
13	19687816	5	5
13	19687832	5	0
13	19687854	5	0
13	19728265	4	4
13	19728316	23	18
13	19728423	3	3
13	19746261	122	79
13	19746336	121	52
13	19747427	3	0
13	19747439	3	3
13	19762070	1	1
13	19762074	1	1
13	19762076	1	1
13	19762086	1	1
13	19762123	1	1
13	19872566	3	1
13	19872773	11	11
13	19909700	1	1
13	19909721	1	1
13	19910047	3	3
13	19919175	17	15
13	19919186	17	11
13	19919206	17	15
13	19919212	17	8
13	19919218	17	12
13	20139004	2	2
13	20139007	2	2
13	20139012	2	2
13	20139016	2	2
13	20139026	2	1
13	20139049	2	0
13	20139070	2	1
13	20139118	1	0
13	20139127	1	0
13	20139139	1	0
13	20139155	1	1
13	20139164	1	1
13	20139171	1	1
13	20139174	1	1
13	20139179	1	1
13	20139191	1	0
13	20139204	4	4
13	20139218	4	4
13	20139223	4	4
13	20139245	4	0
13	20139247	4	0
13	20139252	4	0
13	20139270	4	4
13	20139274	4	4
13	20175893	9	9
13	20175907	9	0
13	20175925	9	0
13	20175965	13	1
13	20175970	4	0
13	20175978	4	0
13	20175980	4	0
13	20175994	4	0
13	20175996	4	0
13	20176007	4	0
13	20176016	16	0
13	20176018	16	0
13	20176021	16	0
13	20176023	16	0
13	20176029	16	0
13	20176031	16	0
13	20176041	12	0
13	20176048	12	0
13	20176052	12	0
13	20176062	12	0
13	20176071	12	0
13	20176081	25	0
13	20176084	25	0
13	20176106	13	0
13	20176116	13	0
13	20176129	13	0
13	20176134	13	0
13	20176142	13	0
13	20176155	13	13
13	20176568	24	19
13	20176575	24	0
13	20176577	24	0
13	20176580	24	0
13	20176583	24	2
13	20176588	24	0
13	20176594	24	0
13	20176606	29	2
13	20176612	29	2
13	20176665	5	0
13	20176668	5	0
13	20176672	5	0
13	20176703	66	0
13	20176732	119	4
