pos	unmethyl	 methyl
757125	0	0
757128	0.771501	0
757129	0.771501	0
757136	0.771501	0
757140	1	0
757142	1	0
757143	1	0
757145	1	0
757150	1	0
757154	1	0
757156	1	0
757168	1	0
757169	1	0
757174	1	0
757178	1	0
757184	1	0
757188	1	0
757230	0.228499	0.771501
757235	0.228499	0.771501
757247	0.771501	0.228499
757257	0.771501	0.228499
757265	0.771501	0.228499
757269	0.771501	0.228499
757271	0.771501	0.228499
757275	0.771501	0.228499
757279	0.771501	0.228499
757283	0.771501	0.228499
757285	0.771501	0.228499
757297	0.228499	0.771501
757309	0.771501	0.228499
757316	0.771501	0.228499
757320	0.771501	0.228499
757323	0.771501	0.228499
757324	0.771501	0.228499
757332	0.771501	0.228499
757334	0.771501	0.228499
757338	0.788956	0.211044
757340	0.788956	0.211044
757351	0.808451	0.191549
757362	1	0
757379	1	0
757380	1	0
757384	1	0
757404	0.191549	0.808451
757405	0.191549	0.808451
757418	0.191549	0.808451
757419	0.191549	0.808451
757421	0.191549	0.808451
757422	0.191549	0.808451
757448	1	0
757449	1	0
757457	1	0
757463	1	0
757476	0	1
757478	0	1
757480	0	1
757486	0	1
757491	0	1
757511	0.808451	0.191549
757513	0.808451	0.191549
757518	0.808451	0.191549
757527	0.808451	0.191549
757528	0.808451	0.191549
757539	0.191549	0.808451
757542	0.191549	0.808451
757551	0.191549	0.808451
757558	0.191549	0.808451
757569	0.808451	0.191549
757581	0.808451	0.191549
757586	0.808451	0.191549
757587	0.808451	0.191549
757594	0.808451	0.191549
757597	0.808451	0.191549
757618	0.808451	0
757620	0	0
