chr	pos	Cov	Meth
1	757127	1	0
1	757128	1	0
1	757135	1	0
1	757139	2	0
1	757141	2	0
1	757142	2	0
1	757144	2	0
1	757149	4	0
1	757153	6	0
1	757155	6	0
1	757167	6	0
1	757168	6	0
1	757173	8	0
1	757177	8	0
1	757183	9	0
1	757187	9	0
1	757229	17	11
1	757234	18	12
1	757246	22	7
1	757256	22	7
1	757264	23	7
1	757268	23	7
1	757270	23	7
1	757274	24	7
1	757278	25	7
1	757282	25	7
1	757284	26	7
1	757296	29	21
1	757308	30	8
1	757315	33	8
1	757319	35	9
1	757322	35	9
1	757323	35	9
1	757331	34	9
1	757333	34	9
1	757337	34	8
1	757339	34	8
1	757350	35	8
1	757361	35	0
1	757378	34	0
1	757379	34	0
1	757383	34	0
1	757403	36	27
1	757404	36	27
1	757417	33	25
1	757418	34	26
1	757420	34	26
1	757421	34	26
1	757447	28	0
1	757448	28	0
1	757456	28	0
1	757462	27	0
1	757475	26	26
1	757477	25	25
1	757479	25	25
1	757485	24	24
1	757490	23	23
1	757510	19	5
1	757512	17	5
1	757517	17	5
1	757526	15	4
1	757527	15	4
1	757538	14	10
1	757541	13	10
1	757550	11	8
1	757557	10	8
1	757568	8	2
1	757580	7	2
1	757585	6	2
1	757586	6	2
1	757593	5	2
1	757596	5	2
1	757617	1	0
