pos	unmethyl	 methyl
757125	1	0
757128	1	0
757129	1	0
757136	1	0
757140	1	0
757142	1	0
757143	1	0
757145	1	0
757150	1	0
757154	1	0
757156	1	0
757168	1	0
757169	1	0
757174	1	0
757178	1	0
757184	1	0
757188	1	0
757230	0.25	0.75
757235	0.25	0.75
757247	0.75	0.25
757257	0.75	0.25
757265	0.75	0.25
757269	0.75	0.25
757271	0.75	0.25
757275	0.75	0.25
757279	0.75	0.25
757283	0.75	0.25
757285	0.75	0.25
757297	0.25	0.75
757309	0.75	0.25
757316	0.75	0.25
757320	0.75	0.25
757323	0.75	0.25
757324	0.75	0.25
757332	0.75	0.25
757334	0.75	0.25
757338	0.75	0.25
757340	0.75	0.25
757351	0.75	0.25
757362	1	0
757379	1	0
757380	1	0
757384	1	0
757404	0.25	0.75
757405	0.25	0.75
757418	0.25	0.75
757419	0.25	0.75
757421	0.25	0.75
757422	0.25	0.75
757448	1	0
757449	1	0
757457	1	0
757463	1	0
757476	0	1
757478	0	1
757480	0	1
757486	0	1
757491	0	1
757511	0.75	0.25
757513	0.75	0.25
757518	0.75	0.25
757527	0.75	0.25
757528	0.75	0.25
757539	0.25	0.75
757542	0.25	0.75
757551	0.25	0.75
757558	0.25	0.75
757569	0.75	0.25
757581	0.75	0.25
757586	0.75	0.25
757587	0.75	0.25
757594	0.75	0.25
757597	0.75	0.25
757618	1	0
757620	1	0
