chr	pos	Cov	Meth
1	757121	1	0
1	757128	3	2
1	757132	4	2
1	757133	4	2
1	757137	5	3
1	757138	5	3
1	757139	5	3
1	757144	5	3
1	757148	6	3
1	757150	7	4
1	757157	11	6
1	757159	13	7
1	757160	13	7
1	757162	14	8
1	757165	15	9
1	757169	16	10
1	757173	17	10
1	757178	19	11
1	757182	21	13
1	757184	22	13
1	757192	24	15
1	757195	23	14
1	757196	23	13
1	757204	21	12
1	757212	22	12
1	757217	24	14
1	757218	24	14
1	757222	26	17
1	757223	26	17
1	757224	26	17
1	757225	25	17
1	757226	25	17
1	757231	24	17
1	757234	23	16
1	757235	22	15
1	757241	22	14
1	757246	20	13
1	757247	19	13
1	757251	19	12
1	757254	19	13
1	757257	19	13
1	757258	18	13
1	757260	19	13
1	757267	20	15
1	757272	23	17
1	757273	23	17
1	757274	23	17
1	757279	24	18
1	757281	24	18
1	757282	23	18
1	757286	21	17
1	757292	18	14
1	757295	18	14
1	757296	18	14
1	757297	18	14
1	757300	18	13
1	757308	20	14
1	757309	20	14
1	757325	22	16
1	757335	22	11
1	757336	22	11
1	757340	21	11
1	757349	21	11
1	757350	21	11
1	757354	20	11
1	757355	20	11
1	757361	26	13
1	757369	25	12
1	757375	24	12
1	757377	25	13
1	757378	24	12
1	757379	24	12
1	757380	24	12
1	757382	24	12
1	757383	24	12
1	757385	25	12
1	757387	24	12
1	757391	24	12
1	757397	25	11
1	757401	23	10
1	757404	20	9
1	757405	21	10
1	757407	22	10
1	757410	21	9
1	757416	21	9
1	757419	22	9
1	757420	22	9
1	757421	22	9
1	757423	25	11
1	757424	26	11
1	757425	26	11
1	757431	22	10
1	757436	24	12
1	757437	24	12
1	757439	23	12
1	757441	23	11
1	757442	22	10
1	757444	22	10
1	757445	22	10
1	757446	21	9
1	757448	21	9
1	757450	21	9
1	757452	21	10
1	757454	20	10
1	757459	20	10
1	757463	24	12
1	757464	23	11
1	757468	22	10
1	757472	25	13
1	757477	24	13
1	757478	25	14
1	757481	25	15
1	757482	25	15
1	757484	25	15
1	757490	27	15
1	757493	25	13
1	757494	25	13
1	757497	26	14
1	757502	26	15
1	757505	25	14
1	757506	25	14
1	757510	25	15
1	757516	29	16
1	757520	30	16
1	757522	30	16
1	757526	31	16
1	757535	28	16
1	757537	28	16
1	757540	29	16
1	757542	27	14
1	757546	27	13
1	757548	27	13
1	757549	27	13
1	757554	25	11
1	757555	25	11
1	757559	22	11
1	757564	20	11
1	757565	20	11
1	757566	20	11
1	757567	19	10
1	757568	19	10
1	757570	19	10
1	757576	15	7
1	757578	14	6
1	757587	10	5
1	757589	9	5
1	757591	9	5
1	757592	8	4
1	757601	6	3
1	757608	3	1
