pos	unmethyl	 methyl
11007845	7	9
11007869	7	14
11007889	12	6
11008616	9	8
11008635	11	8
11008647	10	7
11008862	11	15
11008942	13	8
11008952	9	11
11009019	13	8
11009125	6	12
11009296	10	12
11009467	17	12
11009769	10	12
11010103	10	10
11010151	15	7
11010174	10	13
11010285	9	7
11010317	3	8
11010659	13	14
11010733	13	7
11010740	9	14
11011310	9	8
11011345	8	11
11011385	14	12
11011535	12	9
11011581	11	14
11011645	11	11
11011667	5	17
11013248	10	13
11013565	10	9
11013573	5	11
11013590	8	10
11013641	9	10
11014173	9	11
11014195	7	12
11014257	9	10
11014372	13	5
11014393	10	13
11014444	13	9
11014448	10	12
11014457	13	8
11014514	6	14
11014583	8	10
11014591	11	7
11014604	9	9
11014610	13	6
11014707	8	13
11014736	14	6
11014744	11	8
11014794	7	5
11014813	4	6
11014894	12	6
11014906	12	7
11014969	6	8
11015026	6	8
11015031	9	8
11015039	8	12
11015042	12	8
11015044	7	13
11015049	8	12
11015057	12	12
11015064	15	9
11015067	14	11
11015078	13	10
11015081	12	11
11015084	14	10
11015093	17	11
11015101	13	14
11015120	15	14
11015126	17	11
11015134	13	11
11015165	9	12
11015168	11	8
11015192	8	8
11016317	10	11
11016325	13	9
11016337	8	17
11016695	8	9
11017134	9	11
11017169	11	13
11017209	6	13
11017359	15	12
11017438	5	8
11017469	7	7
11017580	10	11
11018198	4	11
11019226	11	9
11019682	6	12
11019726	5	6
11019854	10	13
11020102	7	7
11020705	6	10
11020718	5	9
11021547	15	18
11021932	12	8
11023425	18	8
11024005	11	13
11024096	7	14
11024328	6	11
