10	56
9	0.1
8	0.1
7	0.1
6	0.1
5	0.1
4	0.1
3	0.1
2	0.1
1	0.1
0	0.1
65	1.76908e-05
64	2.18234e-05
63	3.12513e-05
62	3.9229e-05
61	5.14434e-05
60	6.30387e-05
59	7.6861e-05
58	0.000116257
57	0.000123915
56	0.000156785
55	0.000188268
54	0.000219029
53	0.000291845
52	0.000447257
51	0.000522366
50	0.00060283
49	0.000602888
48	0.00085092
47	0.00106253
46	0.00126456
45	0.00173029
44	0.00199384
43	0.00312263
42	0.00355938
41	0.00370357
40	0.00433705
39	0.00521237
38	0.00568876
37	0.00581422
36	0.00838258
35	0.00871849
34	0.00927852
33	0.0102543
32	0.0121852
31	0.0125863
30	0.0178242
29	0.0180957
28	0.0195234
27	0.0203676
26	0.0224269
25	0.0250287
24	0.0312061
23	0.0350402
22	0.0409061
21	0.042777
20	0.0456795
19	0.0487542
18	0.0541476
17	0.055807
16	0.057131
15	0.0580129
14	0.0584003
13	0.0604139
12	0.0611166
11	0.0618356
10	0.0621873
50	9	65	0.45
50	9	64	0.44
50	9	63	0.62
50	9	62	0.61
50	9	61	0.54
50	9	60	0.55
50	9	59	0.49
50	9	58	0.44
50	9	57	0.52
50	9	56	0.42
50	9	55	0.49
50	9	54	0.52
50	9	53	0.54
50	9	52	0.49
50	9	51	0.59
50	9	50	0.49
50	9	49	0.59
50	9	48	0.48
50	9	47	0.57
50	9	46	0.45
50	9	45	0.49
50	9	44	0.64
50	9	43	0.47
50	9	42	0.4
50	9	41	0.47
50	9	40	0.55
50	9	39	0.47
50	9	38	0.6
50	9	37	0.78
50	9	36	0.43
50	9	35	0.48
50	9	34	0.42
50	9	33	0.5
50	9	32	0.51
50	9	31	0.44
50	9	30	0.75
50	9	29	0.46
50	9	28	0.42
50	9	27	0.75
50	9	26	0.49
50	9	25	0.56
50	9	24	0.46
50	9	23	0.92
50	9	22	0.48
50	9	21	0.6
50	9	20	0.48
50	9	19	0.55
50	9	18	0.56
50	9	17	0.49
50	9	16	0.52
50	9	15	0.49
50	9	14	0.59
50	9	13	0.54
50	9	12	0.53
50	9	11	0.52
50	9	10	0.51
50	8	65	0.53
50	8	64	0.44
50	8	63	0.54
50	8	62	0.63
50	8	61	0.48
50	8	60	0.51
50	8	59	0.49
50	8	58	0.48
50	8	57	0.5
50	8	56	0.48
50	8	55	0.51
50	8	54	0.5
50	8	53	0.44
50	8	52	0.53
50	8	51	0.49
50	8	50	0.47
50	8	49	0.53
50	8	48	0.5
50	8	47	0.53
50	8	46	0.49
50	8	45	0.47
50	8	44	0.62
50	8	43	0.43
50	8	42	0.44
50	8	41	0.51
50	8	40	0.47
50	8	39	0.47
50	8	38	0.56
50	8	37	0.77
50	8	36	0.43
50	8	35	0.44
50	8	34	0.42
50	8	33	0.52
50	8	32	0.43
50	8	31	0.48
50	8	30	0.76
50	8	29	0.52
50	8	28	0.42
50	8	27	0.76
50	8	26	0.47
50	8	25	0.58
50	8	24	0.5
50	8	23	0.92
