chr	pos	Cov	Meth
1	11007844	16	9
1	11007868	21	14
1	11007888	18	6
1	11008615	17	8
1	11008634	19	8
1	11008646	17	7
1	11008861	26	15
1	11008941	21	8
1	11008951	20	11
1	11009018	21	8
1	11009124	18	12
1	11009295	22	12
1	11009466	29	12
1	11009768	22	12
1	11010102	20	10
1	11010150	22	7
1	11010173	23	13
1	11010284	16	7
1	11010316	11	8
1	11010658	27	14
1	11010732	20	7
1	11010739	23	14
1	11011309	17	8
1	11011344	19	11
1	11011384	26	12
1	11011534	21	9
1	11011580	25	14
1	11011644	22	11
1	11011666	22	17
1	11013247	23	13
1	11013564	19	9
1	11013572	16	11
1	11013589	18	10
1	11013640	19	10
1	11014172	20	11
1	11014194	19	12
1	11014256	19	10
1	11014371	18	5
1	11014392	23	13
1	11014443	22	9
1	11014447	22	12
1	11014456	21	8
1	11014513	20	14
1	11014582	18	10
1	11014590	18	7
1	11014603	18	9
1	11014609	19	6
1	11014706	21	13
1	11014735	20	6
1	11014743	19	8
1	11014793	12	5
1	11014812	10	6
1	11014893	18	6
1	11014905	19	7
1	11014968	14	8
1	11015025	14	8
1	11015030	17	8
1	11015038	20	12
1	11015041	20	8
1	11015043	20	13
1	11015048	20	12
1	11015056	24	12
1	11015063	24	9
1	11015066	25	11
1	11015077	23	10
1	11015080	23	11
1	11015083	24	10
1	11015092	28	11
1	11015100	27	14
1	11015119	29	14
1	11015125	28	11
1	11015133	24	11
1	11015164	21	12
1	11015167	19	8
1	11015191	16	8
1	11016316	21	11
1	11016324	22	9
1	11016336	25	17
1	11016694	17	9
1	11017133	20	11
1	11017168	24	13
1	11017208	19	13
1	11017358	27	12
1	11017437	13	8
1	11017468	14	7
1	11017579	21	11
1	11018197	15	11
1	11019225	20	9
1	11019681	18	12
1	11019725	11	6
1	11019853	23	13
1	11020101	14	7
1	11020704	16	10
1	11020717	14	9
1	11021546	33	18
1	11021931	20	8
1	11023424	26	8
1	11024004	24	13
1	11024095	21	14
1	11024327	16	10
