pos	unmethyl	 methyl
757122	0	0
757146	3	1
757150	4	1
757157	4	1
757160	4	1
757163	6	1
757170	8	1
757182	5	6
757188	6	6
757197	6	8
757198	6	8
757202	7	8
757203	7	8
757206	7	8
757216	9	6
757226	11	6
757227	11	6
757240	13	8
757248	14	8
757258	15	9
757280	19	11
757286	20	12
757291	20	12
757294	21	13
757298	22	14
757305	22	14
757310	22	14
757311	22	14
757318	23	14
757320	23	14
757356	13	24
757357	14	24
757371	6	30
757375	7	29
757377	6	29
757381	6	29
757383	6	29
757388	6	29
757395	6	28
757405	6	27
757414	6	27
757431	25	8
757436	24	8
757453	14	13
757459	14	13
757464	14	13
757476	17	7
757478	16	7
757484	12	7
757504	8	7
757508	8	7
757518	4	10
757529	0	13
757531	0	11
757539	0	10
757541	0	10
757543	0	10
757545	0	10
757547	0	10
757549	0	10
757556	0	9
757567	6	2
757575	4	1
757582	4	1
757587	4	1
757591	4	0
757595	4	0
757600	3	0
757604	3	0
757610	3	0
757611	3	0
757619	2	0
