chr	pos	Cov	Meth
1	11007844	17	6
1	11007868	16	6
1	11007888	18	13
1	11008615	12	6
1	11008634	13	7
1	11008646	13	7
1	11008861	26	24
1	11008941	32	11
1	11008951	33	12
1	11009018	34	12
1	11009124	37	16
1	11009295	31	22
1	11009466	19	7
1	11009768	19	13
1	11010102	24	10
1	11010150	24	14
1	11010173	24	15
1	11010284	27	12
1	11010316	27	18
1	11010658	20	8
1	11010732	21	16
1	11010739	20	15
1	11011309	19	6
1	11011344	16	5
1	11011384	17	5
1	11011534	17	7
1	11011580	18	16
1	11011644	17	11
1	11011666	19	4
1	11013247	21	8
1	11013564	14	7
1	11013572	14	8
1	11013589	16	8
1	11013640	14	7
1	11014172	22	11
1	11014194	22	6
1	11014256	19	8
1	11014371	17	8
1	11014392	17	3
1	11014443	17	6
1	11014447	17	6
1	11014456	16	5
1	11014513	16	5
1	11014582	19	13
1	11014590	17	12
1	11014603	17	12
1	11014609	17	12
1	11014706	19	9
1	11014735	21	6
1	11014743	24	8
1	11014793	24	13
1	11014812	24	13
1	11014893	23	14
1	11014905	22	14
1	11014968	21	12
1	11015025	21	13
1	11015030	20	13
1	11015038	20	13
1	11015041	20	14
1	11015043	20	14
1	11015048	20	14
1	11015056	20	14
1	11015063	20	14
1	11015066	20	14
1	11015077	22	16
1	11015080	22	16
1	11015083	22	16
1	11015092	22	16
1	11015100	22	16
1	11015119	22	16
1	11015125	22	16
1	11015133	21	15
1	11015164	22	13
1	11015167	21	13
1	11015191	21	10
1	11016316	28	12
1	11016324	28	12
1	11016336	27	12
1	11016694	23	11
1	11017133	24	8
1	11017168	24	8
1	11017208	23	13
1	11017358	20	13
1	11017437	17	5
1	11017468	19	7
1	11017579	21	9
1	11018197	21	16
1	11019225	16	8
1	11019681	16	7
1	11019725	16	9
1	11019853	17	12
1	11020101	18	4
1	11020704	19	12
1	11020717	19	12
1	11021546	22	2
1	11021931	23	11
1	11023424	20	12
1	11024004	15	7
1	11024095	14	3
1	11024327	2	1
