pos	unmethyl	 methyl
757123	1	0
757124	1	0
757125	2	1
757127	3	1
757128	3	1
757130	3	3
757132	5	3
757134	5	3
757136	5	3
757137	5	3
757138	5	3
757140	6	3
757142	6	5
757143	6	5
757144	6	5
757145	7	6
757149	7	8
757151	7	9
757153	8	10
757159	9	12
757161	9	12
757162	9	12
757163	9	12
757164	9	12
757170	10	13
757175	12	13
757177	13	13
757179	15	14
757180	16	14
757181	16	14
757184	15	14
757185	14	13
757190	16	12
757191	14	12
757201	9	19
757203	9	20
757208	9	20
757209	9	20
757213	8	20
757215	8	18
757216	9	18
757217	9	18
757218	10	18
757220	11	17
757224	11	17
757226	11	17
757227	12	16
757229	13	16
757231	13	16
757236	13	15
757238	13	15
757240	11	14
757242	11	15
757243	13	15
757244	13	15
757245	13	15
757250	12	15
757253	12	13
757254	12	13
757256	13	13
757261	15	12
757264	15	10
757267	14	10
757268	14	9
757278	18	8
757279	18	8
757280	18	7
757283	18	7
757284	18	7
757287	19	8
757290	18	7
757292	18	7
757293	17	7
757294	17	7
757296	17	6
757304	14	5
757305	14	5
757309	12	4
757310	12	4
757314	12	3
757320	10	3
757321	9	2
757331	5	3
757335	4	2
757336	2	1
757337	2	1
757339	2	1
757341	2	1
757344	2	1
757345	2	1
757346	2	0
757348	0	0
757349	0	0
