chr	pos	Cov	Meth
1	757132	1	1
1	757138	2	1
1	757142	3	1
1	757144	3	1
1	757161	7	4
1	757166	10	4
1	757173	10	4
1	757174	10	4
1	757180	12	5
1	757187	13	5
1	757197	16	8
1	757200	17	9
1	757201	17	9
1	757203	17	9
1	757209	18	10
1	757215	19	11
1	757217	19	11
1	757222	20	12
1	757239	23	18
1	757243	23	18
1	757255	24	13
1	757256	24	13
1	757269	25	10
1	757279	27	19
1	757282	27	19
1	757291	27	19
1	757294	27	19
1	757297	27	19
1	757300	27	19
1	757311	27	13
1	757321	31	12
1	757324	31	12
1	757331	32	12
1	757335	30	11
1	757345	32	15
1	757364	29	17
1	757366	29	18
1	757369	30	19
1	757374	32	21
1	757377	30	20
1	757387	29	12
1	757409	27	12
1	757414	28	14
1	757420	30	15
1	757424	29	15
1	757429	29	15
1	757433	28	15
1	757435	28	15
1	757440	27	15
1	757446	26	15
1	757447	26	15
1	757450	26	15
1	757451	26	15
1	757463	25	8
1	757470	24	7
1	757473	23	7
1	757476	23	7
1	757486	23	12
1	757489	23	12
1	757495	23	12
1	757500	23	12
1	757504	23	12
1	757505	23	12
1	757521	19	10
1	757525	19	10
1	757533	18	10
1	757548	15	12
1	757549	15	12
1	757558	12	9
1	757563	12	9
1	757571	10	8
1	757572	9	7
1	757574	8	6
1	757606	6	4
1	757611	4	3
