chr	start	end	cid	npatterns	total_coverage	total_flow
3	-1	-1	1	0	0	0
3	11007430	11007534	2	1	2	2.25
3	11007830	11007930	3	1	1	1
3	11008422	11008672	4	1	17	0.0857143
3	11008725	11008825	5	1	1	1
3	11008858	11009142	6	2	18	0.148773
3	11009161	11009560	7	2	27	0.0925595
3	11009664	11009792	8	1	2	2.25
3	11010024	11010138	9	1	2	2.25
3	11010146	11010377	10	1	5	6
3	11010592	11010773	11	3	9	0.132363
3	11011082	11011796	12	2	43	0.0322581
3	11012692	11013111	13	1	45	26
3	11013222	11013441	14	1	9	10
3	11013515	11013779	15	1	6	7
3	11013812	11013912	16	1	1	1
3	11013939	11014056	17	1	2	2.25
3	11014139	11015319	18	30	301	0.220858
3	11015524	11015689	19	1	9	10
3	11015870	11016089	20	1	8	9
3	11016207	11016388	21	2	7	0.0524194
3	11016423	11016749	22	1	20	21
3	11017006	11017261	23	2	14	2.1875
3	11017279	11017509	24	4	32	0.238291
3	11017520	11017644	25	1	4	5
3	11017849	11017949	26	1	1	1
3	11017997	11018224	27	1	8	6
3	11018271	11018391	28	1	5	6
3	11019119	11019285	29	1	3	4
3	11019391	11019537	30	1	3	4
3	11019627	11019899	31	3	14	0.0688259
3	11020071	11020249	32	1	6	7
3	11020411	11020511	33	1	1	1
3	11020691	11020791	34	1	1	1
3	11020803	11020903	35	1	1	1
3	11021354	11021589	36	1	9	0.0612245
3	11021684	11022490	37	2	72	0.0586576
3	11022553	11022881	38	1	39	29
3	11023101	11023209	39	1	2	2.25
3	11023384	11023484	40	1	1	1
3	11023722	11024178	41	1	40	0.0197628
3	11024213	11024343	42	1	10	8
3	11024491	11024744	43	1	7	7
3	11025337	11025452	44	1	3	4
3	11025479	11026401	45	1	123	100
3	11026534	11026865	46	1	26	26
3	11027217	11027420	47	2	4	5
3	11027649	11027887	48	1	3	4
3	11027936	11028096	49	1	2	2.25
3	11028703	11028803	50	1	1	1
3	11029467	11029567	51	1	1	1
3	11029656	11029783	52	1	2	2.25
3	11029816	11030040	53	1	11	12
3	11030222	11030777	54	5	66	0.219492
3	11031322	11031664	55	1	15	16
3	11032708	11033021	56	1	20	0.112069
3	11033412	11033547	57	2	4	5
3	11033618	11033747	58	1	2	2.25
3	11033909	11034076	59	2	3	0.0376526
3	11034236	11034669	60	1	10	11
3	11035575	11035987	61	2	26	20
3	11036435	11036698	62	3	26	0.164533
3	11037178	11037685	63	1	46	0.0760456
3	11038201	11038600	64	2	7	0.0290913
3	11038633	11038963	65	1	19	19
3	11039043	11039206	66	1	4	4
3	11039672	11039935	67	1	5	6
3	11039965	11040198	68	1	196	144
3	11040383	11040566	69	1	5	0.0909091
3	11040569	11040674	70	1	2	2.25
3	11041346	11041446	71	1	1	1
3	11042590	11042740	72	1	2	2.25
3	11042855	11043013	73	1	5	6
3	11043065	11043182	74	1	2	2.25
3	11043259	11043394	75	1	3	4
3	11043755	11043855	76	1	1	1
3	11043870	11044154	77	1	10	11
3	11044197	11044303	78	1	3	3.75
3	11045065	11045165	79	1	1	1
3	11045172	11045758	80	1	48	0.047619
3	11045798	11046011	81	1	6	0.0392157
3	11046366	11047051	82	1	30	30
3	11047186	11047563	83	2	35	0.253968
3	11047570	11047962	84	1	9	10
3	11048886	11048986	85	1	1	1
