chr	pos	Cov	Meth
3	11007845	1	1
3	11007869	1	1
3	11007889	1	1
3	11008616	7	3
3	11008635	3	2
3	11008647	2	1
3	11008862	1	1
3	11008942	4	4
3	11008952	5	5
3	11009019	9	8
3	11009125	3	0
3	11009296	8	6
3	11009467	9	9
3	11009769	1	0
3	11010103	2	2
3	11010151	2	2
3	11010174	2	2
3	11010285	3	3
3	11010317	1	1
3	11010659	6	5
3	11010733	5	4
3	11010740	4	3
3	11011310	4	4
3	11011345	2	1
3	11011385	2	2
3	11011535	13	12
3	11011581	26	24
3	11011645	13	8
3	11011667	3	1
3	11013248	3	3
3	11013565	3	3
3	11013573	3	3
3	11013590	3	3
3	11013641	3	3
3	11014173	4	4
3	11014195	4	3
3	11014257	5	4
3	11014372	23	23
3	11014393	27	26
3	11014444	37	37
3	11014448	37	32
3	11014457	41	31
3	11014514	36	33
3	11014583	29	26
3	11014591	31	31
3	11014604	27	24
3	11014610	26	25
3	11014707	13	12
3	11014736	34	33
3	11014744	33	32
3	11014794	32	31
3	11014813	29	24
3	11014894	29	27
3	11014906	32	29
3	11014969	38	36
3	11015026	29	27
3	11015031	30	30
3	11015039	37	33
3	11015042	37	35
3	11015044	37	33
3	11015049	39	35
3	11015057	39	32
3	11015064	44	39
3	11015067	45	38
3	11015078	43	36
3	11015081	44	38
3	11015084	47	39
3	11015093	49	39
3	11015101	50	39
3	11015120	44	35
3	11015126	46	35
3	11015134	43	32
3	11015165	30	25
3	11015168	30	24
3	11015192	22	19
3	11016317	6	3
3	11016325	5	4
3	11016337	3	1
3	11016695	2	2
3	11017134	6	3
3	11017169	2	1
3	11017209	2	2
3	11017359	22	18
3	11017438	13	4
3	11017469	8	7
3	11017580	4	0
3	11018198	1	1
3	11019226	2	2
3	11019682	5	5
3	11019726	7	6
3	11019854	4	3
3	11020102	1	1
3	11020705	1	1
3	11020718	1	1
3	11021547	3	2
3	11021932	7	5
3	11023425	1	0
3	11024005	14	11
3	11024096	26	24
3	11024328	1	1
3	11024537	3	3
3	11024641	3	3
3	11024678	2	2
3	11025875	7	7
3	11025996	3	3
3	11026099	4	4
3	11026120	4	4
3	11026387	2	2
3	11026655	19	19
3	11027297	3	2
3	11027340	1	1
3	11028057	1	1
3	11028079	1	1
3	11028754	1	1
3	11030340	13	12
3	11030354	12	7
3	11030435	15	14
3	11030469	20	19
3	11030542	26	24
3	11031391	6	6
3	11031594	2	2
3	11032839	15	15
3	11032883	15	14
3	11033451	4	3
3	11033959	2	1
3	11035670	19	2
3	11035672	19	1
3	11036520	19	13
3	11036570	7	6
3	11036580	9	9
3	11036589	9	9
3	11036625	6	6
3	11036643	6	6
3	11037539	17	16
3	11038264	2	2
3	11038278	3	2
3	11038288	3	2
3	11038798	6	6
3	11038854	7	7
3	11039157	1	1
3	11040462	4	4
3	11040513	2	1
3	11040623	2	2
3	11040641	2	2
3	11040646	2	2
3	11041435	1	1
3	11042731	1	1
3	11043384	2	2
3	11044237	3	3
3	11045214	2	2
3	11045408	11	10
3	11045921	4	2
3	11046811	3	3
3	11046919	6	6
3	11047006	2	2
3	11047036	2	2
3	11047199	6	4
3	11049243	2	2
3	11050130	2	2
3	11050220	16	4
3	11050222	17	9
3	11050260	24	15
3	11050288	25	12
3	11050303	25	22
3	11050317	13	11
3	11050363	1	1
3	11050401	6	4
3	11050407	6	6
3	11050438	7	3
3	11050444	7	5
3	11050452	6	3
3	11050455	6	4
3	11050552	2	0
3	11050565	2	1
3	11050596	2	2
3	11050908	5	2
3	11050910	5	4
3	11051901	2	2
3	11051911	2	2
3	11052365	1	1
3	11052518	1	1
3	11052527	1	1
3	11052745	3	1
3	11053967	2	2
3	11054393	5	1
3	11054408	5	2
3	11054499	1	1
3	11054504	1	0
3	11054611	14	3
3	11054673	2	2
3	11054902	3	3
3	11054912	4	4
3	11054959	5	5
3	11054968	4	4
3	11055057	2	1
3	11055148	1	1
3	11055162	1	1
3	11055303	6	6
3	11055401	22	20
3	11055478	327	183
3	11055503	369	357
3	11055506	326	312
3	11055527	336	288
3	11055529	337	306
3	11055531	334	307
3	11055546	292	212
3	11055553	207	202
3	11055567	100	97
3	11055572	89	78
3	11055577	81	79
3	11055592	52	48
3	11055607	63	57
3	11055696	870	337
3	11055713	845	580
3	11055739	795	582
3	11055742	806	698
3	11055771	728	666
3	11055837	722	656
3	11055842	733	563
3	11055855	736	650
3	11055867	699	626
3	11055882	390	362
3	11055886	310	275
3	11055894	152	137
3	11055906	14	10
3	11055938	363	243
3	11055954	454	333
3	11055970	521	383
3	11055996	540	475
3	11056059	74	65
3	11056142	21	18
3	11056305	15	13
3	11056398	77	49
3	11056446	33	28
3	11056453	35	35
3	11056463	47	43
3	11056476	71	57
3	11056598	366	352
3	11056606	341	315
3	11056665	286	203
