chr	pos	Cov	Meth
1	757127	35	0
1	757129	41	8
1	757132	60	48
1	757138	88	20
1	757139	92	69
1	757140	93	70
1	757143	106	106
1	757147	118	33
1	757152	141	101
1	757155	157	44
1	757160	182	129
1	757161	186	131
1	757165	198	0
1	757167	205	147
1	757170	212	212
1	757172	222	222
1	757173	225	158
1	757175	234	165
1	757186	278	192
1	757190	288	0
1	757193	284	89
1	757199	286	89
1	757201	284	194
1	757202	283	0
1	757211	286	286
1	757219	295	295
1	757220	291	291
1	757221	289	289
1	757225	290	0
1	757232	291	205
1	757238	279	279
1	757239	282	282
1	757240	284	197
1	757245	276	82
1	757248	276	0
1	757251	281	281
1	757253	281	78
1	757254	283	0
1	757255	283	75
1	757256	287	287
1	757258	290	215
1	757261	289	289
1	757264	290	73
1	757268	287	215
1	757270	285	0
1	757274	278	278
1	757276	276	205
1	757282	271	0
1	757290	235	0
1	757291	231	0
1	757294	216	48
1	757297	202	202
1	757300	190	44
1	757301	184	0
1	757306	172	38
1	757308	169	169
1	757311	160	35
1	757312	157	34
1	757320	121	121
1	757325	101	101
1	757326	92	68
1	757330	79	20
1	757338	46	14
1	757341	36	13
