pos	unmethyl	 methyl
757123	2	9
757124	14	0
757128	5	21
757130	33	0
757131	36	0
757141	58	15
757144	0	90
757150	24	87
757151	114	0
757156	0	133
757157	0	137
757158	115	32
757160	123	32
757168	191	0
757171	0	199
757173	209	0
757175	0	211
757186	255	0
757189	214	60
757193	0	282
757194	220	62
757202	0	289
757210	290	0
757213	222	66
757225	0	298
757227	307	0
757237	305	0
757239	238	70
757240	240	72
757244	244	69
757248	0	313
757249	0	314
757250	0	311
757251	0	308
757252	235	70
757254	306	0
757258	229	75
757265	0	291
757269	0	294
757277	74	221
757278	74	220
757281	0	290
757282	0	288
757286	200	67
757289	0	251
757291	0	241
757296	58	161
757299	150	57
757300	202	0
757302	55	139
757306	126	50
757307	120	48
757308	119	46
757309	0	156
757311	102	41
757317	36	90
757318	123	0
757325	72	27
757326	95	0
757336	0	67
757340	0	39
757342	26	9
757343	0	34
757345	0	27
757346	24	0
757347	19	0
757350	8	0
