chr	start	end	cid	npatterns	total_coverage	total_flow
13	19173139	19173220	1	1	1	0.0125
13	19218085	19218167	2	4	23	0.295752
13	19239922	19240004	3	3	33	0.315553
13	19240042	19240123	4	1	1	0.0125
13	19519048	19519129	5	1	2	0.025
13	19539227	19539308	6	1	1	0.0125
13	19631347	19631428	7	2	3	0.0375
13	19631610	19631692	8	1	29	0.444444
13	19631728	19631810	9	4	16	0.0614059
13	19633203	19633284	10	2	4	0.0261986
13	19633321	19633402	11	2	2	0.025
13	19660070	19660151	12	1	1	0.0125
13	19699624	19699705	13	1	1	0.0125
13	19728251	19728374	14	2	36	0.0835582
13	19728404	19728500	15	2	6	0.0838816
13	19746140	19746222	16	1	21	0.37963
13	19746258	19746340	17	3	10	0.124627
13	19747277	19747358	18	1	1	0.0125
13	19747394	19747475	19	1	1	0.0125
13	19759488	19759576	20	1	2	0.0258621
13	19816452	19816533	21	2	2	0.0299229
13	19872760	19872841	22	1	2	0.025
13	19909935	19910009	23	1	1	0.0136986
13	19910160	19910241	24	1	1	0.0125
13	19919166	19919250	25	5	14	0.0602445
13	20003471	20003552	26	1	1	0.0125
13	20048406	20048492	27	1	2	0.0264706
13	20138999	20139081	28	1	2	0.0277778
13	20175891	20176160	29	5	12	0.0799948
13	20176536	20176650	30	5	15	0.077466
13	20176686	20176799	31	5	27	0.099863
13	20177014	20177095	32	1	1	0.0125
13	20207075	20207326	33	4	8	0.0995862
13	20207487	20207568	34	1	2	0.025
13	20207612	20207686	35	1	1	0.0136986
13	20356229	20356311	36	1	3	0.0246914
13	20356348	20356429	37	1	2	0.025
13	20392452	20392534	38	3	22	0.283081
13	20392570	20392652	39	5	26	0.304898
13	20434881	20434962	40	1	1	0.0125
13	20438891	20438965	41	1	1	0.0136986
13	20531725	20531806	42	3	3	0.0440639
13	20534406	20534487	43	1	1	0.0125
13	20539687	20539768	44	1	1	0.0125
13	20620364	20620445	45	1	1	0.0125
13	20711040	20711297	46	14	92	0.354134
13	20713638	20713720	47	1	9	0.157407
13	20713756	20713838	48	1	11	0.166667
13	20721922	20722004	49	2	36	0.448739
13	20722040	20722122	50	4	40	0.491049
13	20722172	20722253	51	1	1	0.0125
13	20747705	20747967	52	5	37	0.146914
13	20748053	20748135	53	1	3	0.037037
13	20748171	20748252	54	1	2	0.025
13	20762025	20762294	55	4	73	0.118673
13	20762774	20762855	56	1	1	0.0125
13	20762905	20762987	57	2	3	0.0371914
13	20763024	20763105	58	2	2	0.0299229
13	20763158	20763240	59	4	17	0.194478
13	20763277	20763358	60	4	8	0.127192
13	20764971	20765053	61	2	16	0.205128
13	20765089	20765171	62	2	12	0.120553
13	20765415	20765672	63	2	16	0.0615942
13	20765693	20765809	64	1	5	0.0434783
13	20765851	20765938	65	2	41	0.18486
13	20765968	20766092	66	3	57	0.117266
13	20766128	20766209	67	4	19	0.2375
13	20766270	20766352	68	2	8	0.106041
13	20804902	20804985	69	1	8	0.137195
13	20805020	20805156	70	2	7	0.0577161
13	20805194	20805275	71	1	2	0.025
13	20805542	20805624	72	2	2	0.028125
