chr	pos	Cov	Meth
13	19218089	138	44
13	19218092	138	42
13	19218106	138	31
13	19239934	133	118
13	19239992	133	48
13	19242581	1	0
13	19631347	3	1
13	19631371	3	2
13	19631377	3	2
13	19631383	3	1
13	19631782	93	88
13	19631786	93	75
13	19631790	93	90
13	19633234	15	3
13	19633244	15	2
13	19633273	15	15
13	19633278	15	11
13	19633564	7	7
13	19633635	7	5
13	19648323	2	2
13	19648340	2	2
13	19648363	4	0
13	19648509	5	3
13	19648559	5	1
13	19648631	4	0
13	19648691	4	1
13	19687816	1	1
13	19687832	1	1
13	19687854	1	0
13	19728265	2	2
13	19728316	64	49
13	19728409	1	1
13	19728423	9	3
13	19745962	5	0
13	19746261	144	54
13	19746336	143	35
13	19747427	33	23
13	19747439	33	27
13	19755133	1	1
13	19755185	1	1
13	19769203	1	0
13	19872773	26	17
13	19872899	1	1
13	19872904	1	1
13	19909700	1	1
13	19909721	1	1
13	19910047	15	14
13	19919175	60	59
13	19919186	60	59
13	19919206	60	60
13	19919212	60	57
13	19919218	60	60
13	20003543	1	0
13	20006613	1	1
13	20006618	1	1
13	20039399	1	1
13	20039437	1	1
13	20139004	2	2
13	20139007	2	2
13	20139012	2	2
13	20139016	2	2
13	20139026	2	2
13	20139049	2	2
13	20139070	2	1
13	20139073	2	1
13	20139104	1	0
13	20139118	2	0
13	20139127	3	1
13	20139139	3	1
13	20139155	3	3
13	20139164	2	2
13	20139171	2	2
13	20139174	2	1
13	20139179	2	1
13	20139191	2	0
13	20139204	6	4
13	20139218	6	4
13	20139223	6	4
13	20139245	6	1
13	20139247	6	1
13	20139252	6	1
13	20139270	6	6
13	20139274	6	1
13	20146681	1	0
13	20175893	20	18
13	20175907	20	0
13	20175925	20	0
13	20175965	48	14
13	20175970	39	1
13	20175978	28	0
13	20175980	28	0
13	20175994	28	0
13	20175996	28	0
13	20176007	28	1
13	20176016	58	0
13	20176018	58	0
13	20176021	58	0
13	20176023	58	0
13	20176029	58	0
13	20176031	58	1
13	20176041	30	0
13	20176048	30	0
13	20176052	30	0
13	20176062	30	0
13	20176071	30	1
13	20176081	49	0
13	20176084	51	10
13	20176106	21	0
13	20176116	21	0
13	20176129	21	2
13	20176134	21	0
13	20176142	21	1
13	20176155	21	21
13	20176568	64	50
13	20176575	64	2
13	20176577	64	1
13	20176580	64	0
13	20176583	64	3
13	20176588	64	4
13	20176594	64	9
13	20176606	70	1
13	20176612	70	0
13	20176665	6	1
13	20176668	6	0
13	20176672	6	0
13	20176703	195	0
13	20176732	209	3
13	20176742	209	9
13	20176744	209	7
13	20176752	209	10
13	20176763	204	84
13	20176787	14	2
13	20177035	14	8
13	20207079	36	19
13	20207136	44	17
13	20207199	44	13
13	20207209	36	8
13	20207236	36	10
13	20207253	48	11
13	20207269	46	22
13	20207513	4	0
13	20207519	4	0
13	20207536	4	0
13	20207543	4	0
13	20207551	4	0
13	20207622	4	0
13	20207638	4	0
13	20207646	4	0
13	20207654	4	0
13	20207677	4	0
13	20344005	2	2
13	20356236	67	0
13	20356244	68	0
13	20356269	68	0
13	20356278	68	0
13	20356282	68	1
13	20356285	68	0
13	20356289	68	0
13	20356299	68	0
13	20356302	67	0
13	20356315	1	0
13	20356353	76	0
13	20356356	76	0
13	20356369	76	0
13	20356379	76	1
13	20356392	76	0
13	20356401	76	0
13	20356405	76	0
13	20356408	76	0
13	20356413	76	0
13	20392455	70	70
13	20392473	70	70
13	20392481	70	68
13	20392488	70	66
13	20392490	70	69
13	20392511	70	67
13	20392527	70	67
13	20392571	59	53
13	20392576	59	52
13	20392595	59	59
13	20392606	59	59
13	20392622	59	59
13	20392640	59	59
13	20438740	6	0
13	20438750	6	0
13	20438753	6	0
13	20438756	6	0
13	20438774	6	0
13	20438779	6	0
13	20438870	1	0
13	20438878	2	1
13	20438880	2	0
13	20438885	2	1
13	20438891	2	1
13	20438896	2	1
13	20438905	2	1
13	20438931	1	1
13	20438935	1	1
13	20438990	20	19
13	20439002	20	19
13	20439008	20	19
13	20439011	20	19
13	20439038	20	19
13	20439047	20	20
13	20439061	20	14
13	20439067	20	4
13	20439073	2	1
13	20439078	2	1
13	20439086	3	1
13	20531369	11	0
13	20531488	13	11
