chr	pos	Cov	Meth
13	19218089	174	60
13	19218092	174	53
13	19218106	174	34
13	19239934	273	144
13	19239992	273	108
13	19240052	1	1
13	19240079	1	0
13	19631347	3	2
13	19631371	3	1
13	19631377	3	1
13	19631383	3	1
13	19631513	1	1
13	19631782	135	73
13	19631786	135	58
13	19631790	135	78
13	19633234	14	0
13	19633244	14	3
13	19633273	14	7
13	19633278	14	6
13	19633322	3	3
13	19633384	3	3
13	19633392	3	3
13	19633564	1	0
13	19633635	1	0
13	19648509	2	1
13	19648559	2	1
13	19648631	8	0
13	19648691	8	4
13	19687816	5	5
13	19687832	5	5
13	19687854	5	4
13	19728265	2	2
13	19728316	54	16
13	19728409	2	0
13	19728423	8	3
13	19735005	3	0
13	19735019	3	0
13	19745962	1	1
13	19746261	236	102
13	19746336	233	87
13	19747427	34	9
13	19747439	34	9
13	19872231	3	3
13	19872566	2	1
13	19872773	15	10
13	19872899	3	3
13	19872904	3	3
13	19909700	2	2
13	19909721	2	2
13	19909812	1	1
13	19910047	12	6
13	19919068	1	0
13	19919070	1	0
13	19919096	1	1
13	19919102	1	0
13	19919104	1	1
13	19919117	1	1
13	19919124	1	1
13	19919175	31	27
13	19919186	31	23
13	19919206	31	30
13	19919212	31	30
13	19919218	31	30
13	20003543	1	0
13	20135511	1	1
13	20135517	1	1
13	20135523	1	1
13	20135526	1	1
13	20135536	1	1
13	20135541	1	1
13	20135544	1	1
13	20135546	1	1
13	20135551	1	1
13	20139004	3	3
13	20139007	3	3
13	20139012	3	3
13	20139016	3	3
13	20139026	3	3
13	20139049	3	3
13	20139070	3	1
13	20139073	3	3
13	20139118	2	2
13	20139127	2	0
13	20139139	2	2
13	20139155	2	2
13	20139164	2	2
13	20139171	2	2
13	20139174	2	2
13	20139179	2	2
13	20139191	2	2
13	20139204	6	4
13	20139218	6	5
13	20139223	6	5
13	20139245	6	4
13	20139247	6	3
13	20139252	6	5
13	20139270	6	6
13	20139274	5	2
13	20175893	25	25
13	20175907	25	0
13	20175925	25	0
13	20175965	43	11
13	20175970	33	0
13	20175978	18	0
13	20175980	18	0
13	20175994	18	0
13	20175996	18	0
13	20176007	18	0
13	20176016	43	0
13	20176018	43	0
13	20176021	43	0
13	20176023	43	0
13	20176029	43	0
13	20176031	43	0
13	20176041	25	0
13	20176048	25	0
13	20176052	25	0
13	20176062	25	0
13	20176071	25	0
13	20176081	45	1
13	20176084	45	7
13	20176106	20	0
13	20176116	20	0
13	20176129	20	0
13	20176134	20	0
13	20176142	20	0
13	20176155	20	20
13	20176157	1	1
13	20176568	81	57
13	20176575	81	4
13	20176577	81	3
13	20176580	81	4
13	20176583	81	6
13	20176588	81	4
13	20176594	81	3
13	20176606	86	6
13	20176612	86	4
13	20176665	5	0
13	20176668	5	0
13	20176672	5	0
13	20176703	168	0
13	20176732	188	1
13	20176742	188	0
13	20176744	188	1
13	20176752	188	1
13	20176763	181	55
13	20176787	20	2
13	20177035	19	12
13	20207079	148	32
13	20207136	182	57
13	20207199	183	58
13	20207209	149	47
13	20207236	149	36
13	20207253	182	44
13	20207269	182	120
13	20207513	4	0
13	20207519	4	0
13	20207536	4	0
13	20207543	4	0
13	20207551	4	0
13	20207622	6	0
13	20207638	6	0
13	20207646	6	0
13	20207654	6	0
13	20207677	6	0
13	20356236	20	0
13	20356244	20	0
13	20356269	20	2
13	20356278	20	0
13	20356282	20	0
13	20356285	20	0
13	20356289	20	0
13	20356299	20	0
13	20356302	20	0
13	20356353	22	1
13	20356356	22	0
13	20356369	22	0
13	20356379	22	0
13	20356392	22	0
13	20356401	22	0
13	20356405	22	0
13	20356408	22	0
13	20356413	22	0
13	20392455	158	158
13	20392473	158	148
13	20392481	158	145
