chr	pos	Cov	Meth
1	11007844	25	10
1	11007868	20	11
1	11007888	20	7
1	11008615	26	12
1	11008634	22	12
1	11008646	23	16
1	11008861	17	11
1	11008941	13	6
1	11008951	15	8
1	11009018	20	10
1	11009124	17	5
1	11009295	19	9
1	11009466	26	10
1	11009768	14	4
1	11010102	22	10
1	11010150	22	11
1	11010173	20	13
1	11010284	21	9
1	11010316	21	10
1	11010658	21	9
1	11010732	20	12
1	11010739	20	9
1	11011309	15	11
1	11011344	17	6
1	11011384	17	8
1	11011534	22	11
1	11011580	28	14
1	11011644	24	14
1	11011666	24	13
1	11013247	25	6
1	11013564	20	12
1	11013572	20	10
1	11013589	19	10
1	11013640	14	9
1	11014172	22	12
1	11014194	27	13
1	11014256	26	15
1	11014371	22	11
1	11014392	16	9
1	11014443	19	7
1	11014447	22	11
1	11014456	22	14
1	11014513	21	10
1	11014582	11	5
1	11014590	11	2
1	11014603	12	4
1	11014609	12	7
1	11014706	19	11
1	11014735	14	7
1	11014743	13	7
1	11014793	17	9
1	11014812	13	5
1	11014893	19	11
1	11014905	20	8
1	11014968	20	13
1	11015025	21	5
1	11015030	20	13
1	11015038	18	8
1	11015041	18	10
1	11015043	18	11
1	11015048	18	7
1	11015056	19	13
1	11015063	18	10
1	11015066	18	10
1	11015077	20	9
1	11015080	19	11
1	11015083	20	7
1	11015092	17	8
1	11015100	19	6
1	11015119	22	11
1	11015125	20	11
1	11015133	21	14
1	11015164	18	6
1	11015167	17	10
1	11015191	15	8
1	11016316	24	12
1	11016324	25	15
1	11016336	27	15
1	11016694	26	13
1	11017133	22	14
1	11017168	23	10
1	11017208	28	10
1	11017358	13	7
1	11017437	19	11
1	11017468	23	11
1	11017579	23	11
1	11018197	15	6
1	11019225	16	5
1	11019681	18	9
1	11019725	19	13
1	11019853	14	7
1	11020101	18	8
1	11020704	24	12
1	11020717	25	13
1	11021546	24	9
1	11021931	22	12
1	11023424	13	6
1	11024004	22	10
1	11024095	19	3
1	11024327	21	13
