pos	unmethyl	 methyl
11007845	15	10
11007869	9	11
11007889	13	7
11008616	14	12
11008635	10	12
11008647	7	16
11008862	6	11
11008942	7	6
11008952	7	8
11009019	10	10
11009125	12	5
11009296	10	9
11009467	16	10
11009769	10	4
11010103	12	10
11010151	11	11
11010174	7	13
11010285	12	9
11010317	11	10
11010659	12	9
11010733	8	12
11010740	11	9
11011310	4	11
11011345	11	6
11011385	9	8
11011535	11	11
11011581	14	14
11011645	10	14
11011667	11	13
11013248	19	6
11013565	8	12
11013573	10	10
11013590	9	10
11013641	5	9
11014173	10	12
11014195	14	13
11014257	11	15
11014372	11	11
11014393	7	9
11014444	12	7
11014448	11	11
11014457	8	14
11014514	11	10
11014583	6	5
11014591	9	2
11014604	8	4
11014610	5	7
11014707	8	11
11014736	7	7
11014744	6	7
11014794	8	9
11014813	8	5
11014894	8	11
11014906	12	8
11014969	7	13
11015026	16	5
11015031	7	13
11015039	10	8
11015042	8	10
11015044	7	11
11015049	11	7
11015057	6	13
11015064	8	10
11015067	8	10
11015078	11	9
11015081	8	11
11015084	13	7
11015093	9	8
11015101	13	6
11015120	11	11
11015126	9	11
11015134	7	14
11015165	12	6
11015168	7	10
11015192	7	8
11016317	12	12
11016325	10	15
11016337	12	15
11016695	13	13
11017134	8	14
11017169	13	10
11017209	18	10
11017359	6	7
11017438	8	11
11017469	12	11
11017580	12	11
11018198	9	6
11019226	11	5
11019682	9	9
11019726	6	13
11019854	7	7
11020102	10	8
11020705	12	12
11020718	12	13
11021547	15	9
11021932	10	12
11023425	7	6
11024005	12	10
11024096	16	3
11024328	9	13
