4	13
3	0.35
2	0.35
1	0.15
0	0.15
16	0.000507077
15	0.00236084
14	0.00388161
13	0.013178
12	0.0143531
11	0.0267869
10	0.0812631
9	0.0884153
8	0.0912127
7	0.100887
6	0.145826
5	0.200456
4	0.230873
119	3	16	0.25974
119	3	15	0.285714
119	3	14	0.246753
119	3	13	0.311688
119	3	12	0.12987
119	3	11	0.025974
119	3	10	0.311688
119	3	9	0.246753
119	3	8	0.311688
119	3	7	0.142857
119	3	6	0.38961
119	3	5	0.350649
119	3	4	0.038961
119	2	16	0.116883
119	2	15	0.142857
119	2	14	0.155844
119	2	13	0.662338
119	2	12	0.298701
119	2	11	0.376623
119	2	10	0.038961
119	2	9	0.12987
119	2	8	0.168831
119	2	7	0.363636
119	2	6	0.61039
119	2	5	0.025974
119	2	4	0.311688
119	1	16	0.428571
119	1	15	0.402597
119	1	14	0.38961
119	1	13	0.350649
119	1	12	0.376623
119	1	11	0.298701
119	1	10	0.454545
119	1	9	0.415584
119	1	8	0.324675
119	1	7	0.25974
119	1	6	0.402597
119	1	5	0.467532
119	1	4	0.363636
119	0	16	0.467532
119	0	15	0.493506
119	0	14	0.532468
119	0	13	0.25974
119	0	12	0.337662
119	0	11	0.311688
119	0	10	0.467532
119	0	9	0.480519
119	0	8	0.545455
119	0	7	0.350649
119	0	6	0.181818
119	0	5	0.428571
119	0	4	0.272727
