pos	unmethyl	 methyl
757130	0.75	0.25
757133	0.75	0.25
757139	0.75	0.25
757145	0.75	0.25
757147	0.75	0.25
757152	0.75	0.25
757162	0.75	0.25
757178	0.25	0.75
757183	0.25	0.75
757186	0.25	0.75
757188	0.25	0.75
757192	0.25	0.75
757198	0.25	0.75
757203	0.25	0.75
757216	0.25	0.75
757224	0.25	0.75
757226	0.25	0.75
757235	0.25	0.75
757239	0.25	0.75
757250	0.25	0.75
757260	0	1
757283	0	1
757289	0	1
757293	0	1
757295	0	1
757299	0	1
757301	0	1
757305	0	1
757309	0	1
757313	0	1
757325	0.75	0.25
757336	0.75	0.25
757341	0.75	0.25
757343	0.75	0.25
757350	0.75	0.25
757351	0.75	0.25
757354	0.75	0.25
757366	1	0
757378	0.75	0.25
757380	0.75	0.25
757383	0.75	0.25
757391	0.75	0.25
757398	0.75	0.25
757399	0.75	0.25
757400	0.75	0.25
757420	0.25	0.75
757444	0.25	0.75
757463	0	1
757465	0	1
757477	0	1
757481	0	1
757482	0	1
757491	0	1
757503	0	1
757504	0	1
757507	0	1
757514	0	1
757525	1	0
757527	1	0
757533	1	0
757534	1	0
757537	1	0
757541	1	0
757543	1	0
757552	1	0
757564	0	1
757567	0	1
757569	0	1
757572	0	1
757580	0	1
757599	1	0
757607	1	0
757609	1	0
757610	1	0
757616	1	0
757618	1	0
