pos	unmethyl	 methyl
757127	0.75	0.25
757129	0	1
757130	0	1
757132	0.75	0.25
757134	0.75	0.25
757137	0.75	0.25
757138	0.75	0.25
757140	0	1
757143	0.75	0.25
757150	0.25	0.75
757154	0	1
757158	0.25	0.75
757162	0.25	0.75
757172	0.75	0.25
757173	0	1
757174	0	1
757177	0.25	0.75
757179	1	0
757180	1	0
757181	1	0
757184	0	1
757187	0	1
757191	0.75	0.25
757193	1	0
757197	0.75	0.25
757200	1	0
757208	0	1
757211	1	0
757217	0	1
757220	1	0
757224	1	0
757228	0.25	0.75
757232	0.25	0.75
757233	1	0
757237	1	0
757238	1	0
757239	0.25	0.75
757246	0.25	0.75
757247	1	0
757248	0.25	0.75
757252	0.75	0.25
757253	0.75	0.25
757254	0.75	0.25
757263	1	0
757267	1	0
757268	0.25	0.75
757272	0.25	0.75
757276	1	0
757278	0.25	0.75
757279	0.25	0.75
757280	0.25	0.75
757282	0.75	0.25
757288	1	0
757291	0.75	0.25
757294	1	0
757305	0.75	0.25
757306	0.75	0.25
757307	0	1
757309	0	1
757312	0.75	0.25
757316	1	0
757317	0	1
757321	1	0
757332	1	0
757333	1	0
757334	0.25	0.75
757336	0.75	0.25
757343	1	0
757349	1	0
