chr	pos	Cov	Meth
1	757134	31	0
1	757136	33	0
1	757159	75	0
1	757178	111	0
1	757185	128	0
1	757187	132	0
1	757189	136	0
1	757195	131	0
1	757222	150	150
1	757224	149	149
1	757226	147	147
1	757240	155	0
1	757242	149	0
1	757253	140	140
1	757263	147	147
1	757267	149	149
1	757270	144	144
1	757282	150	47
1	757284	150	46
1	757297	143	143
1	757304	138	138
1	757308	138	138
1	757313	138	138
1	757327	136	101
1	757334	135	100
1	757338	130	98
1	757343	126	94
1	757350	118	93
1	757356	126	95
1	757358	126	95
1	757359	128	98
1	757360	129	99
1	757373	136	0
1	757378	133	0
1	757380	130	0
1	757381	133	0
1	757400	137	0
1	757401	137	0
1	757405	141	0
1	757408	145	0
1	757410	149	0
1	757412	147	0
1	757421	144	0
1	757427	144	0
1	757438	149	149
1	757442	143	143
1	757445	138	138
1	757446	138	138
1	757467	143	143
1	757474	150	150
1	757480	136	136
1	757492	147	115
1	757493	147	114
1	757498	139	107
1	757501	139	104
1	757504	133	99
1	757508	136	98
1	757511	134	94
1	757523	138	99
1	757529	137	97
1	757530	131	94
1	757546	124	88
1	757565	103	75
1	757570	90	66
1	757576	78	61
1	757578	74	57
1	757584	66	51
1	757588	58	45
1	757589	57	44
1	757603	37	7
1	757611	24	6
1	757619	2	0
