pos	unmethyl	 methyl
757123	6	5
757127	9	11
757134	32	29
757138	42	39
757139	44	43
757140	44	43
757141	45	43
757156	71	79
757163	84	94
757167	87	107
757170	92	111
757174	95	116
757181	108	130
757183	113	132
757190	131	151
757191	131	154
757209	159	122
757217	163	130
757219	160	134
757228	158	121
757240	127	154
757245	130	160
757248	133	170
757250	131	167
757255	132	167
757259	134	162
757275	149	128
757288	168	85
757289	164	85
757291	159	81
757293	154	79
757304	100	95
757308	90	90
757317	73	64
757318	70	60
757319	70	59
757320	69	57
757324	60	51
757330	45	38
757337	31	23
757339	28	20
757341	24	18
757347	11	8
757349	6	6
