chr	pos	Cov	Meth
1	757121	2	0
1	757126	3	0
1	757131	4	0
1	757133	5	0
1	757141	8	0
1	757146	8	0
1	757149	9	0
1	757158	13	0
1	757162	14	0
1	757163	16	0
1	757165	16	0
1	757169	16	0
1	757171	17	0
1	757172	17	0
1	757174	18	0
1	757175	18	0
1	757176	18	0
1	757177	18	0
1	757179	18	0
1	757183	22	0
1	757187	25	0
1	757188	25	0
1	757191	23	0
1	757193	24	0
1	757198	23	0
1	757200	26	0
1	757208	23	0
1	757212	24	0
1	757215	26	0
1	757217	26	0
1	757218	26	0
1	757219	25	0
1	757221	25	0
1	757223	26	0
1	757231	24	0
1	757235	24	0
1	757239	24	0
1	757241	23	0
1	757243	23	0
1	757246	25	0
1	757249	25	0
1	757250	25	0
1	757253	21	0
1	757260	22	0
1	757266	22	0
1	757269	22	0
1	757270	22	0
1	757275	25	0
1	757281	25	0
1	757282	25	0
1	757285	24	0
1	757287	24	0
1	757290	25	0
1	757294	25	0
1	757295	24	0
1	757299	23	0
1	757302	23	0
1	757310	22	0
1	757311	22	0
1	757312	21	0
1	757320	22	0
1	757322	23	0
1	757326	20	0
1	757328	19	0
1	757332	22	0
1	757334	22	0
1	757335	22	0
1	757341	20	0
1	757343	19	0
1	757350	17	0
1	757351	18	0
1	757355	18	0
1	757356	18	0
1	757358	19	0
1	757360	19	0
1	757361	19	0
1	757367	21	0
1	757368	22	0
1	757370	22	0
1	757378	25	0
1	757380	25	0
1	757382	25	0
1	757387	25	0
1	757390	25	0
1	757398	25	0
1	757401	22	0
1	757404	22	0
1	757405	22	0
1	757407	22	0
1	757408	21	0
1	757412	20	0
1	757415	20	0
1	757417	20	0
1	757418	20	0
1	757419	20	0
1	757421	19	0
1	757425	18	0
1	757434	17	0
1	757437	17	0
1	757439	15	0
1	757440	15	0
1	757442	16	0
1	757446	15	0
1	757448	16	0
1	757453	17	0
1	757454	16	0
1	757455	16	0
1	757457	16	0
1	757459	17	0
1	757460	16	0
1	757466	17	0
1	757474	22	0
1	757477	23	0
1	757484	25	0
1	757488	26	0
1	757493	29	0
1	757497	31	0
1	757504	31	0
1	757516	29	10
1	757517	28	10
1	757518	28	10
1	757525	28	9
1	757529	29	9
1	757532	29	10
1	757534	31	10
1	757537	32	10
1	757538	30	10
1	757540	30	10
1	757543	28	10
1	757551	26	10
1	757552	25	9
1	757562	20	0
1	757565	17	0
1	757566	17	0
1	757570	16	0
1	757574	14	0
1	757576	13	0
1	757579	11	0
1	757591	10	0
1	757596	8	0
1	757597	8	0
1	757605	4	0
1	757606	3	0
1	757607	2	0
1	757609	2	0
1	757612	2	0
1	757615	1	0
1	757616	1	0
