pos	unmethyl	 methyl
757135	1	0
757137	1	0
757160	1	0
757179	1	0
757186	1	0
757188	1	0
757190	1	0
757196	1	0
757223	0	1
757225	0	1
757227	0	1
757241	1	0
757243	1	0
757254	0	1
757264	0	1
757268	0	1
757271	0	1
757283	0.75	0.25
757285	0.75	0.25
757298	0	1
757305	0	1
757309	0	1
757314	0	1
757328	0.25	0.75
757335	0.25	0.75
757339	0.25	0.75
757344	0.25	0.75
757351	0.25	0.75
757357	0.25	0.75
757359	0.25	0.75
757360	0.25	0.75
757361	0.25	0.75
757374	1	0
757379	1	0
757381	1	0
757382	1	0
757401	1	0
757402	1	0
757406	1	0
757409	1	0
757411	1	0
757413	1	0
757422	1	0
757428	1	0
757439	0	1
757443	0	1
757446	0	1
757447	0	1
757468	0	1
757475	0	1
757481	0	1
757493	0.25	0.75
757494	0.25	0.75
757499	0.25	0.75
757502	0.25	0.75
757505	0.25	0.75
757509	0.25	0.75
757512	0.25	0.75
757524	0.25	0.75
757530	0.25	0.75
757531	0.25	0.75
757547	0.25	0.75
757566	0.25	0.75
757571	0.25	0.75
757577	0.25	0.75
757579	0.25	0.75
757585	0.25	0.75
757589	0.25	0.75
757590	0.25	0.75
757604	0.75	0.25
757612	0.75	0.25
757620	0.75	0.25
