pos	unmethyl	 methyl
757135	31	0
757137	33	0
757160	75	0
757179	111	0
757186	128	0
757188	132	0
757190	136	0
757196	131	0
757223	0	150
757225	0	149
757227	0	147
757241	155	0
757243	149	0
757254	0	140
757264	0	147
757268	0	149
757271	0	144
757283	103	47
757285	104	46
757298	0	143
757305	0	138
757309	0	138
757314	0	138
757328	35	101
757335	35	100
757339	32	98
757344	32	94
757351	25	93
757357	31	95
757359	31	95
757360	30	98
757361	30	99
757374	136	0
757379	133	0
757381	130	0
757382	133	0
757401	137	0
757402	137	0
757406	141	0
757409	145	0
757411	149	0
757413	147	0
757422	144	0
757428	144	0
757439	0	149
757443	0	143
757446	0	138
757447	0	138
757468	0	143
757475	0	150
757481	0	136
757493	32	115
757494	33	114
757499	32	107
757502	35	104
757505	34	99
757509	38	98
757512	40	94
757524	39	99
757530	40	97
757531	37	94
757547	36	88
757566	28	76
757571	24	67
757577	17	62
757579	17	58
757585	15	52
757589	13	46
757590	13	45
757604	31	7
757612	19	6
757620	3	0
