pos	unmethyl	 methyl
757125	0	0
757128	0	0
757131	0	1
757135	0	1
757140	1	3
757158	5	2
757165	6	2
757170	6	2
757171	6	2
757174	7	2
757175	7	2
757177	7	2
757185	8	2
757191	8	2
757198	11	2
757219	20	0
757239	5	17
757244	5	18
757249	5	18
757250	5	18
757263	0	26
757271	0	29
757273	0	29
757274	0	29
757281	0	29
757282	0	29
757306	0	31
757308	0	32
757309	0	32
757313	0	32
757351	34	0
757353	34	0
757362	33	0
757384	9	26
757392	9	26
757404	33	0
757409	32	0
757422	10	21
757426	10	21
757427	10	21
757429	10	20
757431	10	20
757436	10	19
757438	10	19
757457	9	16
757468	9	14
757469	9	13
757472	9	13
757473	9	13
757474	9	13
757479	9	13
757490	21	0
757498	21	0
757505	20	0
757509	19	0
757514	19	0
757521	19	0
757523	18	0
757528	16	0
757530	16	0
757531	16	0
757539	15	0
757546	12	0
757559	0	10
757562	0	10
757563	0	10
757566	0	10
757574	0	8
757575	0	8
757586	0	6
757611	2	0
757619	0	0
