pos	unmethyl	 methyl
757125	0.25	0.75
757128	0.25	0.75
757131	0.25	0.75
757135	0.25	0.75
757140	0.25	0.75
757158	0.75	0.25
757165	0.75	0.25
757170	0.75	0.25
757171	0.75	0.25
757174	0.75	0.25
757175	0.75	0.25
757177	0.75	0.25
757185	0.75	0.25
757191	0.75	0.25
757198	0.75	0.25
757219	1	0
757239	0.25	0.75
757244	0.25	0.75
757249	0.25	0.75
757250	0.25	0.75
757263	0	1
757271	0	1
757273	0	1
757274	0	1
757281	0	1
757282	0	1
757306	0	1
757308	0	1
757309	0	1
757313	0	1
757351	1	0
757353	1	0
757362	1	0
757384	0.25	0.75
757392	0.25	0.75
757404	1	0
757409	1	0
757422	0.25	0.75
757426	0.25	0.75
757427	0.25	0.75
757429	0.25	0.75
757431	0.25	0.75
757436	0.25	0.75
757438	0.25	0.75
757457	0.25	0.75
757468	0.25	0.75
757469	0.25	0.75
757472	0.25	0.75
757473	0.25	0.75
757474	0.25	0.75
757479	0.25	0.75
757490	1	0
757498	1	0
757505	1	0
757509	1	0
757514	1	0
757521	1	0
757523	1	0
757528	1	0
757530	1	0
757531	1	0
757539	1	0
757546	1	0
757559	0	1
757562	0	1
757563	0	1
757566	0	1
757574	0	1
757575	0	1
757586	0	1
757611	0.25	0.75
757619	0.25	0.75
