pos	unmethyl	 methyl
11007845	0	17
11007869	14	6
11007889	3	16
11008616	29	0
11008635	27	0
11008647	28	0
11008862	20	0
11008942	20	0
11008952	20	0
11009019	8	17
11009125	6	21
11009296	12	4
11009467	16	0
11009769	15	0
11010103	15	2
11010151	0	23
11010174	5	18
11010285	2	16
11010317	0	18
11010659	22	0
11010733	6	16
11010740	5	11
11011310	17	0
11011345	17	0
11011385	3	17
11011535	2	20
11011581	1	22
11011645	0	25
11011667	2	18
11013248	0	18
11013565	0	16
11013573	0	15
11013590	0	16
11013641	11	1
11014173	8	8
11014195	0	15
11014257	17	0
11014372	0	10
11014393	12	0
11014444	5	12
11014448	5	11
11014457	5	13
11014514	19	5
11014583	0	18
11014591	0	19
11014604	0	19
11014610	0	18
11014707	10	0
11014736	4	5
11014744	4	3
11014794	7	4
11014813	9	5
11014894	23	8
11014906	22	5
11014969	25	0
11015026	14	5
11015031	12	5
11015039	15	7
11015042	15	6
11015044	15	5
11015049	14	5
11015057	14	5
11015064	16	5
11015067	17	5
11015078	14	6
11015081	16	6
11015084	17	7
11015093	18	7
11015101	23	6
11015120	23	7
11015126	24	7
11015134	25	7
11015165	25	0
11015168	26	0
11015192	15	4
11016317	7	10
11016325	8	10
11016337	7	12
11016695	10	0
11017134	23	8
11017169	10	16
11017209	10	10
11017359	16	0
11017438	19	0
11017469	0	24
11017580	7	11
11018198	21	0
11019226	4	13
11019682	2	21
11019726	2	18
11019854	6	18
11020102	0	17
11020705	7	20
11020718	10	22
11021547	26	0
11021932	16	0
11023425	15	6
11024005	2	18
11024096	23	0
11024328	2	11
