pos	unmethyl	 methyl
11007845	0	1
11007869	0.75	0.25
11007889	0.25	0.75
11008616	1	0
11008635	1	0
11008647	1	0
11008862	1	0
11008942	1	0
11008952	1	0
11009019	0.25	0.75
11009125	0.25	0.75
11009296	0.75	0.25
11009467	1	0
11009769	1	0
11010103	0.75	0.25
11010151	0	1
11010174	0.25	0.75
11010285	0.25	0.75
11010317	0	1
11010659	1	0
11010733	0.25	0.75
11010740	0.25	0.75
11011310	1	0
11011345	1	0
11011385	0.25	0.75
11011535	0.25	0.75
11011581	0.25	0.75
11011645	0	1
11011667	0.25	0.75
11013248	0	1
11013565	0	1
11013573	0	1
11013590	0	1
11013641	0.75	0.25
11014173	0.75	0.25
11014195	0	1
11014257	1	0
11014372	0	1
11014393	1	0
11014444	0.25	0.75
11014448	0.25	0.75
11014457	0.25	0.75
11014514	0.75	0.25
11014583	0	1
11014591	0	1
11014604	0	1
11014610	0	1
11014707	1	0
11014736	0.25	0.75
11014744	0.25	0.75
11014794	0.75	0.25
11014813	0.75	0.25
11014894	0.75	0.25
11014906	0.75	0.25
11014969	1	0
11015026	0.75	0.25
11015031	0.75	0.25
11015039	0.75	0.25
11015042	0.75	0.25
11015044	0.75	0.25
11015049	0.75	0.25
11015057	0.75	0.25
11015064	0.75	0.25
11015067	0.75	0.25
11015078	0.75	0.25
11015081	0.75	0.25
11015084	0.75	0.25
11015093	0.75	0.25
11015101	0.75	0.25
11015120	0.75	0.25
11015126	0.75	0.25
11015134	0.75	0.25
11015165	1	0
11015168	1	0
11015192	0.75	0.25
11016317	0.25	0.75
11016325	0.25	0.75
11016337	0.25	0.75
11016695	1	0
11017134	0.75	0.25
11017169	0.25	0.75
11017209	0.25	0.75
11017359	1	0
11017438	1	0
11017469	0	1
11017580	0.25	0.75
11018198	1	0
11019226	0.25	0.75
11019682	0.25	0.75
11019726	0.25	0.75
11019854	0.25	0.75
11020102	0	1
11020705	0.25	0.75
11020718	0.25	0.75
11021547	1	0
11021932	1	0
11023425	0.75	0.25
11024005	0.25	0.75
11024096	1	0
11024328	0.25	0.75
