chr	pos	Cov	Meth
1	11007844	17	17
1	11007868	20	6
1	11007888	19	16
1	11008615	29	0
1	11008634	27	0
1	11008646	28	0
1	11008861	20	0
1	11008941	20	0
1	11008951	20	0
1	11009018	25	17
1	11009124	27	21
1	11009295	16	4
1	11009466	16	0
1	11009768	15	0
1	11010102	17	2
1	11010150	23	23
1	11010173	23	18
1	11010284	18	16
1	11010316	18	18
1	11010658	22	0
1	11010732	22	16
1	11010739	16	11
1	11011309	17	0
1	11011344	17	0
1	11011384	20	17
1	11011534	22	20
1	11011580	23	22
1	11011644	25	25
1	11011666	20	18
1	11013247	18	18
1	11013564	16	16
1	11013572	15	15
1	11013589	16	16
1	11013640	12	1
1	11014172	16	8
1	11014194	15	15
1	11014256	17	0
1	11014371	10	10
1	11014392	12	0
1	11014443	17	12
1	11014447	16	11
1	11014456	18	13
1	11014513	24	5
1	11014582	18	18
1	11014590	19	19
1	11014603	19	19
1	11014609	18	18
1	11014706	10	0
1	11014735	9	5
1	11014743	7	3
1	11014793	11	4
1	11014812	14	5
1	11014893	31	8
1	11014905	27	5
1	11014968	25	0
1	11015025	19	5
1	11015030	17	5
1	11015038	22	7
1	11015041	21	6
1	11015043	20	5
1	11015048	19	5
1	11015056	19	5
1	11015063	21	5
1	11015066	22	5
1	11015077	20	6
1	11015080	22	6
1	11015083	24	7
1	11015092	25	7
1	11015100	29	6
1	11015119	30	7
1	11015125	31	7
1	11015133	32	7
1	11015164	25	0
1	11015167	26	0
1	11015191	19	4
1	11016316	17	10
1	11016324	18	10
1	11016336	19	12
1	11016694	10	0
1	11017133	31	8
1	11017168	26	16
1	11017208	20	10
1	11017358	16	0
1	11017437	19	0
1	11017468	24	24
1	11017579	18	11
1	11018197	21	0
1	11019225	17	13
1	11019681	23	21
1	11019725	20	18
1	11019853	24	18
1	11020101	17	17
1	11020704	27	20
1	11020717	32	22
1	11021546	26	0
1	11021931	16	0
1	11023424	21	6
1	11024004	20	18
1	11024095	23	0
1	11024327	12	10
