chr	pos	Cov	Meth
13	19218089	115	40
13	19218092	115	50
13	19218106	115	38
13	19239934	57	51
13	19239992	57	44
13	19240004	1	1
13	19300942	1	1
13	19300965	1	1
13	19300977	1	1
13	19300992	1	1
13	19631347	1	1
13	19631371	1	1
13	19631377	1	1
13	19631383	1	1
13	19631782	49	44
13	19631786	49	45
13	19631790	49	46
13	19633234	4	2
13	19633244	4	1
13	19633273	4	4
13	19633278	4	4
13	19633564	2	2
13	19633635	2	1
13	19648323	1	1
13	19648340	1	1
13	19648363	2	2
13	19648509	1	1
13	19648559	1	1
13	19648631	2	2
13	19648691	2	2
13	19687816	1	1
13	19687832	1	1
13	19687854	1	0
13	19728265	2	2
13	19728316	32	20
13	19728409	4	4
13	19728423	8	6
13	19745962	1	1
13	19746261	84	45
13	19746336	84	31
13	19747427	14	12
13	19747439	14	11
13	19872773	16	14
13	19873029	3	2
13	19910047	8	8
13	19919175	5	4
13	19919186	5	5
13	19919206	5	5
13	19919212	5	5
13	19919218	5	5
13	20003543	2	1
13	20139004	1	0
13	20139007	1	1
13	20139012	1	1
13	20139016	1	1
13	20139026	1	1
13	20139049	1	1
13	20139070	1	0
13	20139073	1	1
13	20139204	1	0
13	20139218	1	0
13	20139223	1	0
13	20139245	1	0
13	20139247	1	0
13	20139252	1	0
13	20139270	1	1
13	20139274	1	1
13	20175893	9	9
13	20175907	9	0
13	20175925	9	0
13	20175965	13	3
13	20175970	11	0
13	20175978	4	0
13	20175980	4	0
13	20175994	4	0
13	20175996	4	0
13	20176007	4	0
13	20176016	9	0
13	20176018	9	0
13	20176021	9	0
13	20176023	9	0
13	20176029	9	0
13	20176031	9	0
13	20176041	5	0
13	20176048	5	0
13	20176052	5	0
13	20176062	5	0
13	20176071	5	0
13	20176081	11	0
13	20176084	11	2
13	20176106	6	0
13	20176116	6	0
13	20176129	6	0
13	20176134	6	0
13	20176142	6	0
13	20176155	6	6
13	20176568	34	22
13	20176575	34	2
13	20176577	34	1
13	20176580	34	2
13	20176583	34	3
13	20176588	34	2
13	20176594	34	0
13	20176606	37	0
13	20176612	37	0
13	20176665	3	0
13	20176668	3	0
13	20176672	3	0
13	20176703	97	0
13	20176732	113	2
13	20176742	113	3
13	20176744	113	2
13	20176752	113	10
13	20176763	110	41
13	20176787	16	1
13	20177035	18	15
13	20207079	43	26
13	20207136	58	35
13	20207199	67	28
13	20207209	52	22
13	20207236	52	20
13	20207253	63	29
13	20207269	63	37
13	20207513	1	0
13	20207519	1	0
13	20207536	1	0
13	20207543	1	0
13	20207551	1	0
13	20207622	1	0
13	20207638	1	0
13	20207646	1	0
13	20207654	1	0
13	20207677	1	0
13	20343202	1	1
13	20343225	1	1
13	20343314	4	4
13	20343316	4	4
13	20343326	4	0
13	20356236	26	0
13	20356244	26	0
13	20356269	26	0
13	20356278	26	0
13	20356282	26	0
13	20356285	26	0
13	20356289	26	0
13	20356299	26	0
13	20356302	26	0
13	20356353	27	0
13	20356356	27	0
13	20356369	27	0
13	20356379	27	0
13	20356392	27	0
13	20356401	27	0
13	20356405	27	1
13	20356408	27	0
13	20356413	27	0
13	20392455	52	52
13	20392473	52	49
13	20392481	52	46
13	20392488	52	45
13	20392490	52	44
13	20392511	52	45
13	20392527	49	39
13	20392571	62	45
13	20392576	62	52
13	20392595	62	59
13	20392606	62	62
13	20392622	62	61
13	20392640	62	62
13	20438740	3	2
13	20438750	3	2
13	20438753	3	2
13	20438756	3	2
13	20438774	3	2
13	20438779	3	1
13	20438878	3	3
13	20438880	3	0
13	20438885	3	3
13	20438891	3	3
13	20438896	3	3
13	20438905	3	3
13	20438931	3	3
13	20438935	3	3
13	20438990	17	17
13	20439002	17	17
13	20439008	17	16
13	20439011	17	16
13	20439038	17	17
13	20439047	17	17
13	20439061	17	17
13	20439067	17	6
13	20439073	5	0
13	20439078	5	0
13	20439086	5	0
13	20531369	4	0
13	20531488	1	1
13	20531547	1	1
13	20531555	1	1
13	20531566	3	0
13	20531572	3	3
13	20531586	3	3
13	20531617	4	0
13	20531621	4	3
13	20531624	4	3
13	20531630	4	3
13	20531642	4	3
13	20531666	1	0
13	20531688	1	0
13	20531697	1	0
13	20531701	1	0
13	20531708	1	0
13	20531711	1	0
13	20531727	10	1
13	20531736	10	1
13	20531739	10	2
13	20531743	10	2
13	20531748	10	1
13	20531754	9	2
13	20531759	9	2
13	20531761	9	2
13	20531769	9	2
13	20533541	2	0
13	20533544	2	0
13	20533549	2	0
13	20533554	2	0
13	20533556	2	0
13	20533568	2	0
13	20533572	2	0
13	20533599	2	0
13	20533603	2	0
13	20533684	2	0
13	20533690	2	0
13	20533704	2	0
13	20533711	2	0
13	20534297	18	0
13	20534337	18	0
13	20534352	18	0
13	20534364	18	0
13	20534404	14	0
13	20534424	14	0
13	20534431	14	0
13	20534448	14	0
13	20702014	3	0
13	20702020	3	0
13	20702024	3	0
13	20702029	3	0
13	20702034	3	0
13	20702041	3	0
13	20702049	3	0
13	20702059	3	0
13	20702065	3	0
13	20702079	3	0
13	20702097	4	0
13	20702120	5	0
13	20702149	6	0
13	20702159	6	0
13	20702163	5	0
13	20702165	5	0
13	20702173	2	0
13	20702175	2	0
13	20702180	2	0
13	20702186	2	0
13	20702209	1	0
13	20702212	1	0
13	20702224	1	0
13	20702227	1	0
13	20702233	1	0
13	20702267	1	0
13	20702276	1	0
13	20702278	1	0
13	20711040	8	2
13	20711052	8	2
13	20711056	8	1
13	20711077	8	1
13	20711090	8	2
13	20711103	166	156
13	20711106	166	7
13	20711114	166	7
13	20711124	158	4
13	20711127	158	1
13	20711129	158	2
13	20711136	158	8
13	20711141	158	10
13	20711165	164	11
13	20711172	162	11
13	20711177	6	1
13	20711211	6	1
13	20711214	41	2
13	20711222	50	8
13	20711227	50	8
13	20711235	50	10
13	20711244	44	5
13	20711255	44	3
13	20713691	49	0
13	20721980	173	117
13	20722063	178	138
13	20722072	178	160
13	20722303	9	9
13	20722320	9	9
13	20722323	9	8
13	20735744	4	2
13	20735750	4	1
13	20735753	4	0
13	20735756	4	0
13	20735765	4	0
13	20735777	4	0
13	20735787	4	0
13	20735791	4	0
13	20735795	4	0
13	20735800	4	0
13	20735817	2	0
13	20735821	2	0
13	20735869	6	1
13	20735906	6	1
13	20735910	6	0
13	20735919	6	0
13	20735933	6	3
13	20735935	6	6
13	20747744	7	7
13	20747746	7	7
13	20747778	117	97
13	20747815	110	101
13	20747826	116	88
13	20747888	87	65
13	20748203	3	3
13	20749332	2	0
13	20749375	2	0
13	20749395	2	0
13	20749445	2	0
13	20762080	78	61
13	20762097	88	73
13	20762106	11	10
13	20762282	46	33
13	20762401	9	7
13	20762614	5	4
13	20762721	8	6
13	20762956	36	32
13	20762980	29	27
13	20763036	27	26
13	20763161	42	25
13	20763168	42	39
13	20763208	42	36
13	20763225	42	41
13	20763274	1	1
13	20763280	31	31
13	20763291	31	30
13	20763334	31	30
13	20763339	31	29
13	20764996	56	27
13	20765025	56	32
13	20765133	31	28
13	20765431	15	9
13	20765591	98	66
13	20765733	13	9
13	20765785	10	6
13	20765795	10	7
13	20765862	159	77
13	20765976	190	49
13	20766040	227	49
13	20766059	38	10
13	20766132	27	4
13	20766168	38	5
13	20766175	38	6
13	20766207	10	1
13	20766224	10	0
13	20766297	22	1
13	20766311	22	2
13	20766325	22	0
13	20804874	14	11
13	20804897	14	14
13	20805055	15	11
13	20805092	38	36
13	20805194	17	7
13	20805557	10	2
13	20805579	10	3
13	20805587	10	7
13	20805607	10	7
13	20805654	171	104
13	20805677	176	50
13	20805683	176	44
13	20805714	176	85
13	20805727	176	70
13	20805800	193	68
13	20805847	199	81
13	20805879	8	1
13	20805893	7	1
13	20805909	3	0
13	20805937	8	0
13	20805984	6	1
13	20806067	2	0
13	20806072	2	0
13	20806078	2	0
13	20806083	2	2
13	20806085	2	0
13	20806101	2	1
13	20806116	2	1
13	20806124	2	1
13	20806128	2	1
13	20806135	2	0
13	20806160	1	0
13	20806162	1	0
13	20806170	1	0
13	20806181	1	0
13	20806197	1	0
13	20806206	1	0
13	20806222	1	0
13	20806225	1	0
13	20806346	1	0
13	20806355	1	0
13	20806357	1	0
13	20806366	1	0
13	20806368	1	0
13	20806373	1	0
13	20806376	1	0
13	20806383	1	0
13	20806388	1	0
13	20806405	1	0
13	20806411	1	0
13	20806415	1	0
13	20806418	1	0
13	20806421	1	0
13	20821133	1	1
13	20924908	2	2
13	20924919	2	2
13	20924956	166	128
13	20925061	17	15
13	20925098	158	143
13	20925117	158	126
13	20941960	1	1
13	20961926	137	110
13	20961961	137	120
13	20966990	1	1
13	20967084	1	1
13	21015748	1	0
13	21036799	2	0
13	21036844	2	2
13	21036891	1	1
13	21036920	1	1
13	21036954	1	0
13	21100083	2	0
13	21100085	2	0
13	21100088	2	0
13	21100090	2	0
13	21100096	2	0
13	21100104	2	0
13	21100115	2	0
13	21100118	2	0
13	21100120	2	0
13	21100123	2	0
13	21100130	2	0
13	21100151	2	0
13	21100153	2	0
13	21100214	1	0
13	21100223	1	0
13	21100243	1	0
13	21100257	1	0
13	21100267	1	1
13	21102809	1	0
13	21119084	1	0
13	21119122	1	1
13	21287159	1	0
13	21291043	985	952
13	21291045	985	909
13	21291059	985	887
13	21291106	1	1
13	21291117	238	221
