4	42
3	0.35
2	0.35
1	0.15
0	0.15
45	2.94744e-06
44	7.43677e-06
43	8.82829e-06
42	1.32215e-05
41	2.40286e-05
40	3.63978e-05
39	6.11502e-05
38	7.96916e-05
37	0.000109106
36	0.000194237
35	0.000221319
34	0.000226325
33	0.000336221
32	0.000402585
31	0.000477349
30	0.000576298
29	0.000725565
28	0.000839949
27	0.00111039
26	0.00134962
25	0.00148546
24	0.00189852
23	0.00305544
22	0.00433461
21	0.00657259
20	0.00673463
19	0.00730986
18	0.00820475
17	0.0115616
16	0.0122171
15	0.0133108
14	0.0160825
13	0.0182691
12	0.0221335
11	0.0283945
10	0.0294915
9	0.030663
8	0.0343014
7	0.0407563
6	0.122676
5	0.249734
4	0.324009
119	3	45	0.623377
119	3	44	0.454545
119	3	43	0.415584
119	3	42	0.597403
119	3	41	0.272727
119	3	40	0.12987
119	3	39	0.532468
119	3	38	0.441558
119	3	37	0.168831
119	3	36	0.454545
119	3	35	0.12987
119	3	34	0.38961
119	3	33	0.480519
119	3	32	0.246753
119	3	31	0.324675
119	3	30	0.246753
119	3	29	0.311688
119	3	28	0.298701
119	3	27	0.480519
119	3	26	0.571429
119	3	25	0.194805
119	3	24	0.12987
119	3	23	0.324675
119	3	22	0.441558
119	3	21	0.363636
119	3	20	0.181818
119	3	19	0.480519
119	3	18	0.168831
119	3	17	0.220779
119	3	16	0.285714
119	3	15	0.441558
119	3	14	0.12987
119	3	13	0.155844
119	3	12	0.454545
119	3	11	0.324675
119	3	10	0.272727
119	3	9	0.363636
119	3	8	0.272727
119	3	7	0.246753
119	3	6	0.350649
119	3	5	0.220779
119	3	4	0.12987
119	2	45	0.376623
119	2	44	0.155844
119	2	43	0.168831
119	2	42	0.376623
119	2	41	0.311688
119	2	40	0.272727
119	2	39	0.207792
119	2	38	0.506494
119	2	37	0.337662
119	2	36	0.311688
119	2	35	0.324675
119	2	34	0.454545
119	2	33	0.233766
119	2	32	0.363636
119	2	31	0.155844
119	2	30	0.155844
119	2	29	0.506494
119	2	28	0.415584
119	2	27	0.233766
119	2	26	0.428571
119	2	25	0.441558
119	2	24	0.324675
119	2	23	0.38961
119	2	22	0.142857
119	2	21	0.0909091
119	2	20	0.428571
119	2	19	0.25974
119	2	18	0.285714
119	2	17	0.571429
119	2	16	0.454545
119	2	15	0.246753
119	2	14	0.324675
119	2	13	0.324675
119	2	12	0.311688
119	2	11	0.0519481
119	2	10	0.103896
119	2	9	0.0909091
119	2	8	0.467532
119	2	7	0.545455
119	2	6	0.38961
119	2	5	0.12987
119	2	4	0.220779
119	1	45	0.454545
119	1	44	0.337662
119	1	43	0.324675
119	1	42	0.454545
119	1	41	0.181818
119	1	40	0.272727
119	1	39	0.623377
119	1	38	0.272727
119	1	37	0.285714
119	1	36	0.519481
119	1	35	0.428571
119	1	34	0.220779
119	1	33	0.25974
119	1	32	0.25974
119	1	31	0.467532
119	1	30	0.38961
119	1	29	0.454545
119	1	28	0.363636
119	1	27	0.597403
119	1	26	0.454545
119	1	25	0.181818
119	1	24	0.298701
119	1	23	0.233766
119	1	22	0.350649
119	1	21	0.402597
119	1	20	0.376623
119	1	19	0.233766
119	1	18	0.467532
119	1	17	0.441558
119	1	16	0.428571
119	1	15	0.584416
119	1	14	0.298701
119	1	13	0.168831
119	1	12	0.519481
119	1	11	0.441558
119	1	10	0.441558
119	1	9	0.402597
119	1	8	0.207792
119	1	7	0.415584
119	1	6	0.155844
119	1	5	0.415584
119	1	4	0.402597
119	0	45	0.441558
119	0	44	0.506494
119	0	43	0.545455
119	0	42	0.467532
119	0	41	0.402597
119	0	40	0.311688
119	0	39	0.246753
119	0	38	0.311688
119	0	37	0.298701
119	0	36	0.324675
119	0	35	0.233766
119	0	34	0.363636
119	0	33	0.61039
119	0	32	0.298701
119	0	31	0.402597
119	0	30	0.480519
119	0	29	0.103896
119	0	28	0.194805
119	0	27	0.298701
119	0	26	0.363636
119	0	25	0.454545
119	0	24	0.38961
119	0	23	0.480519
119	0	22	0.545455
119	0	21	0.493506
119	0	20	0.181818
119	0	19	0.61039
119	0	18	0.246753
119	0	17	0.142857
119	0	16	0.12987
119	0	15	0.25974
119	0	14	0.311688
119	0	13	0.415584
119	0	12	0.376623
119	0	11	0.454545
119	0	10	0.454545
119	0	9	0.493506
119	0	8	0.350649
119	0	7	0.168831
119	0	6	0.402597
119	0	5	0.506494
119	0	4	0.233766
