chr	pos	Cov	Meth
3	3006932	1	1
3	3006945	1	1
3	3007152	1	1
3	3007161	1	1
3	3007993	4	3
3	3008374	1	1
3	3008645	1	1
3	3009237	1	1
3	3009719	2	1
3	3009825	1	0
3	3010109	5	3
3	3010259	1	1
3	3010303	2	1
3	3010630	4	3
3	3011936	1	1
3	3012584	5	3
3	3013010	3	3
3	3013023	5	5
3	3013095	5	5
3	3013291	6	6
3	3013336	6	6
3	3013840	5	5
3	3013847	5	5
3	3013887	2	1
3	3014081	4	3
3	3014097	3	3
3	3014204	6	6
3	3014356	4	4
3	3014678	6	3
3	3014845	1	1
3	3015508	3	1
3	3015758	4	3
3	3016222	5	5
3	3016262	2	2
3	3016417	1	0
3	3016828	8	8
3	3017048	5	5
3	3017079	4	4
3	3017268	2	2
3	3017270	3	2
3	3017274	6	6
3	3017280	14	11
3	3017303	26	23
3	3017379	32	24
3	3017387	21	15
3	3017422	1	1
3	3017452	3	1
3	3017469	2	1
3	3018489	3	3
3	3018519	4	4
3	3018624	2	2
3	3018661	1	1
3	3018704	1	1
3	3018908	1	1
3	3018916	3	3
3	3018993	2	2
3	3019008	2	2
3	3019054	3	3
3	3019058	3	3
3	3019248	11	7
3	3019333	1	1
3	3019472	5	5
3	3019687	1	1
3	3019707	1	1
3	3019776	7	7
3	3019806	12	6
3	3019840	9	8
3	3019882	2	0
3	3019889	2	0
3	3019915	2	1
3	3020445	1	1
3	3020520	1	1
3	3020565	4	4
3	3020607	3	2
3	3020633	3	2
3	3020653	4	4
3	3020685	24	17
3	3020711	26	20
3	3020734	15	11
3	3020748	12	9
3	3020769	5	5
3	3020790	1	1
3	3020795	1	1
3	3020805	2	1
3	3020810	2	2
3	3020820	2	2
3	3020835	2	2
3	3020983	5	5
3	3021009	15	14
3	3021018	15	14
3	3021151	1	1
3	3021164	1	1
3	3021167	1	1
3	3021179	1	1
3	3021853	1	1
3	3022191	1	1
3	3022302	5	5
3	3022498	2	2
3	3022592	4	0
3	3022735	1	1
3	3023619	3	1
3	3024057	7	7
3	3024470	1	1
3	3024481	1	1
3	3024611	2	1
3	3025556	6	6
3	3025708	3	1
3	3025756	1	1
3	3026295	2	1
3	3026334	1	1
3	3026352	1	1
3	3026743	3	3
3	3027446	2	1
3	3027531	5	5
3	3027551	2	1
3	3028322	3	2
3	3028680	2	1
3	3028768	3	3
3	3029946	1	1
3	3029967	2	2
3	3030259	5	5
3	3030786	1	0
3	3031070	2	2
3	3031179	1	1
3	3031262	1	1
3	3031550	1	0
3	3032084	4	3
3	3032406	1	1
3	3032490	4	2
3	3032626	2	2
3	3033018	2	1
3	3033078	2	1
3	3033398	7	7
3	3033418	4	3
3	3034832	1	0
3	3035018	1	1
3	3035192	2	1
3	3035339	4	3
3	3035441	1	0
3	3037055	1	1
3	3037870	3	3
3	3040335	5	4
3	3042862	3	0
3	3043318	3	2
3	3043494	13	12
3	3043522	7	6
3	3043648	1	0
3	3044056	1	1
3	3044086	11	10
3	3045252	1	1
3	3046016	1	1
3	3046020	1	1
3	3046038	1	1
3	3046055	1	1
3	3046102	1	1
3	3047859	3	2
3	3048010	3	2
3	3049368	2	0
3	3049531	2	2
3	3050756	2	2
3	3050773	1	0
3	3051532	4	1
3	3053174	9	3
3	3055297	2	2
3	3055370	4	0
3	3055694	2	2
3	3056410	3	1
3	3056597	2	2
3	3057230	2	0
3	3057841	1	1
3	3060367	1	0
3	3061366	2	2
3	3062164	1	1
3	3062177	1	1
3	3062579	1	1
3	3062730	1	1
3	3063078	3	3
3	3063110	6	5
3	3063158	7	6
3	3063194	2	1
3	3063231	4	4
3	3063276	7	6
3	3063279	7	7
3	3063421	4	4
3	3063532	2	2
3	3063617	1	0
3	3064490	1	1
3	3064610	32	16
3	3064691	2	1
3	3064717	5	4
3	3064799	1	1
3	3064856	1	0
3	3065007	15	11
3	3065022	16	10
3	3065032	14	12
3	3065035	7	5
3	3065148	77	48
3	3065157	77	64
3	3066166	28	18
3	3066276	22	19
3	3066390	17	11
3	3066638	9	5
3	3067042	2	0
3	3067180	3	1
3	3068081	3	3
3	3068134	4	4
3	3068157	1	1
3	3068219	3	1
3	3068234	5	4
3	3068253	8	4
3	3068260	6	3
3	3068510	2	2
3	3068524	5	5
3	3068541	5	3
3	3068554	3	3
3	3068701	3	2
3	3068722	3	1
3	3068827	30	17
3	3068877	7	4
3	3068905	6	5
3	3068909	6	6
3	3068916	3	1
3	3068981	6	5
3	3069095	1	1
3	3069612	4	1
3	3069657	6	4
3	3069927	21	18
3	3070186	8	4
3	3070321	1	1
3	3070329	1	1
3	3070400	1	1
3	3070412	1	1
3	3070427	1	1
3	3070436	1	1
3	3072351	2	1
3	3072560	1	1
3	3073413	1	0
3	3078425	1	1
