pos	unmethyl	 methyl
11007845	9	3
11007869	8	4
11007889	11	6
11008616	13	5
11008635	16	3
11008647	18	3
11008862	9	9
11008942	12	6
11008952	13	8
11009019	12	15
11009125	22	4
11009296	3	15
11009467	7	13
11009769	11	15
11010103	4	14
11010151	9	10
11010174	6	10
11010285	9	11
11010317	11	8
11010659	2	17
11010733	12	6
11010740	12	4
11011310	15	11
11011345	8	15
11011385	18	7
11011535	7	18
11011581	9	14
11011645	10	8
11011667	10	7
11013248	7	3
11013565	5	5
11013573	6	5
11013590	6	4
11013641	11	7
11014173	14	8
11014195	18	4
11014257	10	3
11014372	9	19
11014393	12	12
11014444	13	14
11014448	13	14
11014457	14	17
11014514	30	2
11014583	7	14
11014591	7	13
11014604	6	12
11014610	5	12
11014707	8	15
11014736	11	12
11014744	13	12
11014794	19	6
11014813	20	7
11014894	6	15
11014906	7	14
11014969	9	18
11015026	11	15
11015031	12	16
11015039	11	14
11015042	12	14
11015044	12	15
11015049	12	15
11015057	13	14
11015064	13	15
11015067	12	14
11015078	14	14
11015081	14	14
11015084	13	14
11015093	12	12
11015101	12	11
11015120	15	10
11015126	13	9
11015134	12	11
11015165	16	11
11015168	15	10
11015192	10	18
11016317	9	16
11016325	10	18
11016337	10	20
11016695	10	16
11017134	10	11
11017169	16	6
11017209	19	7
11017359	11	12
11017438	6	8
11017469	6	9
11017580	17	7
11018198	4	10
11019226	16	11
11019682	13	2
11019726	4	9
11019854	9	14
11020102	11	12
11020705	5	8
11020718	6	6
11021547	12	7
11021932	8	14
11023425	6	10
11024005	8	17
11024096	13	5
11024328	6	17
