chr	pos	Cov	Meth
1	11007844	12	3
1	11007868	12	4
1	11007888	17	6
1	11008615	18	5
1	11008634	19	3
1	11008646	21	3
1	11008861	18	9
1	11008941	18	6
1	11008951	21	8
1	11009018	27	15
1	11009124	26	4
1	11009295	18	15
1	11009466	20	13
1	11009768	26	15
1	11010102	18	14
1	11010150	19	10
1	11010173	16	10
1	11010284	20	11
1	11010316	19	8
1	11010658	19	17
1	11010732	18	6
1	11010739	16	4
1	11011309	26	11
1	11011344	23	15
1	11011384	25	7
1	11011534	25	18
1	11011580	23	14
1	11011644	18	8
1	11011666	17	7
1	11013247	10	3
1	11013564	10	5
1	11013572	11	5
1	11013589	10	4
1	11013640	18	7
1	11014172	22	8
1	11014194	22	4
1	11014256	13	3
1	11014371	28	19
1	11014392	24	12
1	11014443	27	14
1	11014447	27	14
1	11014456	31	17
1	11014513	32	2
1	11014582	21	14
1	11014590	20	13
1	11014603	18	12
1	11014609	17	12
1	11014706	23	15
1	11014735	23	12
1	11014743	25	12
1	11014793	25	6
1	11014812	27	7
1	11014893	21	15
1	11014905	21	14
1	11014968	27	18
1	11015025	26	15
1	11015030	28	16
1	11015038	25	14
1	11015041	26	14
1	11015043	27	15
1	11015048	27	15
1	11015056	27	14
1	11015063	28	15
1	11015066	26	14
1	11015077	28	14
1	11015080	28	14
1	11015083	27	14
1	11015092	24	12
1	11015100	23	11
1	11015119	25	10
1	11015125	22	9
1	11015133	23	11
1	11015164	27	11
1	11015167	25	10
1	11015191	28	18
1	11016316	25	16
1	11016324	28	18
1	11016336	30	20
1	11016694	26	16
1	11017133	21	11
1	11017168	22	6
1	11017208	26	7
1	11017358	23	12
1	11017437	14	8
1	11017468	15	9
1	11017579	24	7
1	11018197	14	10
1	11019225	27	11
1	11019681	15	2
1	11019725	13	9
1	11019853	23	14
1	11020101	23	12
1	11020704	13	8
1	11020717	12	6
1	11021546	19	7
1	11021931	22	14
1	11023424	16	10
1	11024004	25	17
1	11024095	18	5
1	11024327	22	16
