pos	unmethyl	 methyl
757122	0.2	0.8
757124	0.2	0.8
757129	0.2	0.8
757133	0.2	0.8
757139	0.2	0.8
757143	0.2	0.8
757149	0.2	0.8
757152	0.2	0.8
757165	0.35	0.65
757170	0.35	0.65
757184	0	1
757193	0	1
757194	0	1
757195	0	1
757201	0	1
757202	0	1
757205	0	1
757206	0	1
757208	0	1
757210	0	1
757222	0	1
757227	0	1
757231	0	1
757232	0	1
757237	0	1
757244	0	1
757250	0	1
757261	0.55	0.45
757264	0.55	0.45
757266	0.55	0.45
757270	0.55	0.45
757275	0.55	0.45
757277	0.55	0.45
757278	0.55	0.45
757292	0.2	0.8
757293	0.2	0.8
757301	0.2	0.8
757302	0.2	0.8
757310	0.2	0.8
757324	0.35	0.65
757332	0.35	0.65
757334	0.35	0.65
757340	0.35	0.65
757341	0.35	0.65
