chr	start	end	cid	npatterns	total_coverage	total_flow
3	-1	-1	1	0	0	0
3	3006911	3008828	2	4	205	0.108206
3	3009302	3009934	3	2	32	0.0806182
3	3010014	3011822	4	6	164	0.0749599
3	3011935	3018014	5	29	1095	0.968004
3	3018132	3018268	6	1	3	4
3	3018385	3018759	7	5	130	0.167529
3	3018794	3020009	8	13	211	0.192607
3	3020138	3020238	9	1	1	1
3	3020369	3027124	10	24	822	0.181534
3	3027155	3033571	11	13	617	0.0892218
3	3033741	3033841	12	1	1	1
3	3033955	3034066	13	1	2	2.25
3	3034156	3034376	14	1	5	6
3	3034478	3035510	15	1	34	0.0285344
3	3035636	3035871	16	1	4	5
3	3035928	3036028	17	1	1	1
3	3036054	3036522	18	1	19	20
3	3036529	3037189	19	4	25	0.0626788
3	3037471	3038055	20	1	62	0.0865385
3	3038211	3038449	21	1	4	5
3	3038482	3038800	22	1	12	12
3	3039241	3039468	23	1	8	9
3	3039710	3040401	24	1	22	0.0360531
3	3040550	3040790	25	1	21	18
3	3040860	3041055	26	1	8	9
3	3041055	3041386	27	1	14	12
3	3041562	3041754	28	1	5	0.0333333
3	3041883	3042225	29	1	31	0.109966
3	3042413	3042671	30	1	6	7
3	3042715	3042870	31	1	3	4
3	3042923	3043034	32	1	2	2.25
3	3043181	3043727	33	1	47	0.039823
3	3043884	3044328	34	4	105	0.100629
3	3044553	3044653	35	1	1	1
3	3044671	3045021	36	1	24	20
3	3045043	3045149	37	1	2	2.25
3	3045456	3045556	38	1	1	1
3	3045895	3046000	39	1	2	2.25
3	3046065	3046239	40	1	3	4
3	3046240	3046341	41	2	2	2.25
3	3046454	3046554	42	1	1	1
3	3046928	3047120	43	1	2	2.25
3	3047136	3047345	44	1	6	0.03125
3	3047598	3047698	45	1	1	1
3	3047747	3048247	46	2	35	0.398742
3	3048393	3048602	47	1	3	4
3	3048742	3048939	48	1	6	7
3	3048971	3049648	49	2	32	6.04613
3	3049653	3049799	50	1	4	5
3	3049823	3049923	51	1	1	1
3	3049940	3050065	52	1	7	6
3	3050438	3050995	53	2	15	1.03173
3	3051316	3051416	54	1	1	1
3	3051456	3051657	55	2	11	0.11551
3	3051696	3052185	56	1	14	15
3	3052234	3052380	57	1	3	4
3	3052419	3052566	58	1	3	4
3	3052611	3052711	59	1	1	1
3	3052772	3052898	60	1	2	2.25
3	3052986	3053675	61	2	44	0.0805008
3	3053744	3054140	62	1	12	13
3	3054233	3054574	63	1	34	29
3	3054618	3055472	64	2	36	0.0450893
3	3055539	3055642	65	1	2	2.25
3	3055651	3055823	66	1	5	5
3	3055956	3056115	67	1	2	2.25
3	3056167	3057007	68	3	68	0.0784917
3	3057055	3057155	69	1	1	1
3	3057549	3057718	70	2	4	0.0588697
3	3057731	3057831	71	1	1	1
3	3057841	3057941	72	1	1	1
3	3058016	3058116	73	1	1	1
3	3058238	3058549	74	1	13	14
3	3058693	3058974	75	1	33	28
3	3060265	3060512	76	1	11	11
3	3060722	3060991	77	1	10	10
3	3061025	3061125	78	1	1	1
3	3061127	3061227	79	1	1	1
3	3061281	3061505	80	1	5	6
3	3061600	3061700	81	1	1	1
3	3061740	3061911	82	1	3	4
3	3061916	3062141	83	1	5	6
3	3062384	3062504	84	1	3	3
3	3062562	3062821	85	3	15	0.0545906
3	3062911	3063786	86	14	111	0.148037
3	3063945	3064045	87	1	1	1
3	3064093	3064862	88	4	155	0.178676
3	3064898	3065893	89	11	762	0.232541
3	3065909	3067330	90	4	481	0.196369
3	3067379	3067708	91	1	36	32
3	3067735	3069683	92	16	274	0.262564
3	3069737	3071008	93	2	99	20.1226
3	3071127	3071436	94	1	9	10
3	3071681	3071859	95	1	4	5
3	3072148	3072509	96	3	29	0.0835995
3	3072536	3072667	97	2	4	0.135945
3	3072983	3073083	98	1	1	1
3	3073340	3073468	99	1	2	2.25
3	3073681	3073937	100	1	8	0.0377358
3	3074016	3074260	101	1	4	5
3	3074466	3074588	102	1	3	4
3	3074841	3074952	103	1	2	2.25
3	3075032	3075132	104	1	1	1
3	3075234	3075453	105	1	3	4
3	3075628	3075728	106	1	1	1
3	3076170	3076270	107	1	1	1
3	3077026	3077126	108	1	1	1
3	3078719	3078856	109	1	2	2.25
3	3078885	3079080	110	1	6	6
3	3079323	3079560	111	1	4	5
3	3079673	3080192	112	1	21	20
3	3080205	3080305	113	1	1	1
3	3080504	3080604	114	1	1	1
3	3080812	3080912	115	1	1	1
3	3080917	3081017	116	1	1	1
3	3081711	3081999	117	1	19	19
3	3082153	3082253	118	1	1	1
3	3082320	3082460	119	1	5	5
3	3082815	3082945	120	1	2	2.25
3	3084028	3084675	121	4	108	0.0996191
3	3084686	3085166	122	2	108	0.0625
3	3085187	3085387	123	1	5	6
3	3085540	3086159	124	6	77	0.213692
3	3086266	3087157	125	5	232	0.0992908
3	3087165	3087359	126	1	36	0.193548
3	3087373	3087769	127	6	60	0.125771
3	3087824	3088718	128	6	255	0.194402
3	3088819	3088921	129	1	2	2.25
3	3089136	3089236	130	1	1	1
3	3089560	3089673	131	2	3	4
3	3089683	3090101	132	2	20	0.0352087
3	3090157	3090283	133	1	2	2.25
3	3090414	3090514	134	1	1	1
3	3091255	3091355	135	1	1	1
3	3091358	3091472	136	1	2	2.25
3	3091475	3091804	137	1	11	0.0416667
3	3091947	3092152	138	1	3	4
3	3092165	3092421	139	1	9	0.0406504
3	3092521	3092621	140	1	1	1
3	3092761	3092881	141	1	2	2.25
3	3093006	3093106	142	1	1	1
3	3093154	3093254	143	1	1	1
3	3093328	3093586	144	2	4	5
3	3093626	3093778	145	2	19	0.286275
3	3094033	3094133	146	1	1	1
3	3094675	3094871	147	1	4	0.0212766
3	3094944	3095044	148	1	1	1
3	3095350	3095773	149	2	42	0.242057
3	3095795	3095895	150	1	1	1
3	3096105	3096292	151	1	2	2.25
3	3096319	3096727	152	4	58	0.21773
3	3096819	3096947	153	1	3	4
3	3097075	3097536	154	1	153	112
3	3097686	3097857	155	1	4	5
3	3098122	3098305	156	1	2	2.25
3	3098348	3098448	157	1	1	1
3	3098647	3098826	158	1	4	5
3	3098881	3099077	159	1	9	9
3	3099207	3099554	160	1	8	8
3	3099954	3100054	161	1	1	1
3	3100487	3101006	162	1	30	30
3	3101086	3101186	163	1	1	1
3	3101489	3101595	164	1	2	2.25
3	3101743	3101918	165	1	6	0.0447761
3	3102038	3104725	166	30	1168	0.303059
3	3104749	3105099	167	1	35	0.0344828
3	3105184	3105468	168	1	49	34
3	3105528	3105659	169	1	6	7
3	3105683	3106255	170	2	28	0.0349597
3	3106427	3106676	171	2	95	0.480451
3	3106700	3106800	172	1	1	1
3	3106813	3107021	173	1	5	6
3	3107074	3107272	174	2	27	0.299079
3	3107274	3107574	175	1	12	0.0540541
3	3107729	3107864	176	2	6	7
3	3107983	3108348	177	1	17	16
3	3108461	3109995	178	23	540	0.7427
3	3110232	3110332	179	1	1	1
3	3110928	3111110	180	1	2	2.25
3	3111363	3111749	181	1	16	0.05
3	3111771	3111871	182	1	1	1
3	3111911	3112062	183	1	3	3
3	3112427	3112825	184	1	14	15
3	3112965	3113134	185	1	2	2.25
3	3113203	3113408	186	1	14	14
3	3113491	3113716	187	1	6	0.0294118
3	3113826	3114047	188	1	3	4
3	3114281	3114553	189	1	14	14
3	3114676	3114792	190	2	2	2.25
3	3114827	3114934	191	1	2	2.25
3	3115102	3115306	192	1	8	9
3	3115450	3115655	193	1	6	7
3	3116114	3116214	194	1	1	1
3	3116312	3116687	195	1	10	10
3	3116748	3117014	196	2	13	0.756723
3	3117046	3117176	197	1	3	4
3	3117232	3117673	198	5	22	0.0580234
3	3118088	3118487	199	1	12	13
3	3119101	3119269	200	1	4	5
3	3119330	3119482	201	1	2	2.25
3	3119498	3119612	202	2	3	4
3	3119684	3120419	203	1	49	44
3	3120591	3120740	204	1	5	6
3	3120820	3121294	205	2	22	20
3	3121296	3121396	206	1	1	1
3	3121556	3121734	207	1	3	4
3	3121863	3121963	208	1	1	1
3	3122002	3122102	209	1	1	1
3	3122351	3122451	210	1	1	1
3	3122724	3123191	211	3	32	0.0506677
3	3123193	3123326	212	1	3	4
3	3123348	3123997	213	1	46	0.0763889
3	3124138	3124574	214	4	29	0.084259
3	3124589	3125040	215	2	29	0.15613
3	3125062	3125821	216	2	51	0.0434783
3	3126075	3126843	217	2	35	0.030513
3	3127117	3127288	218	1	3	4
3	3127719	3127821	219	1	2	2.25
3	3127827	3128106	220	1	19	13
3	3128322	3128434	221	1	2	2.25
3	3128589	3128844	222	1	10	11
3	3128931	3129186	223	1	5	6
3	3129219	3129429	224	1	4	5
3	3129480	3129818	225	1	6	7
3	3129847	3129947	226	1	2	2
3	3130139	3130503	227	1	17	0.0728477
3	3130554	3131401	228	1	36	0.0429185
3	3131528	3131850	229	2	10	1.04878
3	3131851	3132669	230	2	40	0.0374948
3	3132842	3133023	231	1	2	2.25
3	3133174	3133321	232	1	5	6
3	3133460	3134131	233	3	57	0.0951425
3	3134143	3134243	234	1	1	1
3	3134358	3134530	235	2	3	4
3	3134796	3134896	236	1	1	1
3	3135092	3135192	237	1	1	1
3	3135213	3135313	238	1	1	1
3	3135477	3135767	239	1	13	13
3	3135985	3136174	240	1	19	17
3	3136892	3137211	241	1	24	23
3	3137520	3137630	242	1	2	2.25
3	3137653	3137811	243	1	3	4
3	3137814	3138023	244	1	9	9
3	3138036	3138136	245	1	1	1
3	3138162	3138894	246	1	23	24
3	3138939	3139331	247	4	32	0.102632
3	3139375	3139649	248	1	8	8
3	3139929	3140144	249	1	4	5
3	3140263	3140819	250	2	35	1.20376
3	3140844	3141506	251	1	24	24
3	3141861	3142105	252	3	6	2.02083
3	3142261	3142484	253	1	4	4
3	3142711	3142935	254	4	13	0.0716808
3	3142962	3143448	255	2	68	0.173675
3	3143469	3143569	256	1	1	1
3	3143963	3144176	257	1	4	5
3	3144596	3144853	258	1	5	6
3	3145040	3145245	259	1	3	4
3	3145308	3145477	260	1	3	4
3	3145515	3145679	261	1	8	8
3	3145683	3146374	262	1	39	38
3	3146523	3146826	263	1	23	24
3	3146913	3147050	264	2	3	4
3	3147257	3147485	265	1	8	8
3	3147522	3147622	266	1	1	1
3	3147655	3147755	267	1	2	2
3	3147936	3148039	268	1	2	2.25
3	3148431	3149349	269	5	137	0.0930233
3	3149527	3149783	270	2	9	0.145833
3	3149788	3150248	271	2	13	0.0469005
3	3150287	3150974	272	1	23	24
3	3151034	3151186	273	1	3	4
3	3151371	3152605	274	2	77	1.03682
3	3152712	3152812	275	1	1	1
3	3153203	3153303	276	1	1	1
3	3153566	3153940	277	1	13	13
3	3154004	3154304	278	1	11	0.0432099
3	3154858	3155064	279	1	5	6
3	3155543	3155674	280	1	3	3.75
3	3155896	3156280	281	1	14	15
3	3156493	3156721	282	1	13	14
3	3157864	3158128	283	2	11	0.0617144
3	3158146	3158246	284	1	1	1
3	3158425	3158596	285	1	6	7.5
3	3158764	3159434	286	2	24	0.0423114
3	3159490	3159612	287	2	3	4
3	3159911	3160011	288	1	1	1
3	3160018	3160833	289	2	54	0.0565502
3	3160885	3160985	290	1	1	1
3	3161056	3161242	291	1	3	4
3	3161324	3161978	292	2	22	22
3	3161996	3162495	293	4	38	0.0848086
3	3163006	3163566	294	1	35	0.0331754
3	3163593	3163693	295	1	1	1
3	3163757	3163892	296	1	2	2.25
3	3163940	3164298	297	2	30	0.181818
3	3164442	3164608	298	2	2	2.25
3	3164778	3165117	299	1	8	9
3	3165231	3165589	300	2	24	0.125271
3	3165720	3165923	301	1	3	4
3	3166092	3166321	302	1	19	18
3	3166347	3166849	303	2	18	18
3	3167374	3167814	304	2	42	1.1379
3	3168007	3168578	305	1	27	26
3	3168629	3168791	306	1	3	4
3	3168814	3169298	307	1	11	0.0238095
3	3169378	3169567	308	1	2	2.25
3	3169600	3169894	309	2	8	2.02941
3	3169897	3170138	310	4	27	0.157355
3	3170173	3170681	311	1	10	10
3	3170744	3171021	312	1	10	10
3	3171110	3171210	313	1	1	1
3	3171277	3171426	314	1	3	3.75
3	3171505	3171876	315	3	13	0.0417574
3	3172154	3172254	316	1	1	1
3	3172321	3172498	317	1	2	2.25
3	3173046	3173244	318	1	7	8
3	3173427	3173527	319	1	1	1
3	3173537	3173739	320	1	9	9
3	3173857	3174125	321	1	163	136
3	3174297	3174397	322	1	1	1
3	3174775	3175032	323	1	17	16
3	3175168	3175388	324	1	8	9
3	3175473	3176293	325	1	75	0.0851735
3	3176349	3176671	326	2	12	0.0675529
3	3176712	3177458	327	3	69	0.0360521
3	3177489	3177807	328	8	39	0.219452
3	3178177	3178463	329	1	17	0.0588235
3	3178508	3179658	330	3	126	0.0858918
3	3179663	3179786	331	1	3	4
3	3179867	3179967	332	1	1	1
3	3179976	3180076	333	1	1	1
3	3180088	3180515	334	1	18	0.0301205
3	3180633	3180818	335	1	6	6
3	3180835	3181059	336	1	5	6
3	3181243	3181777	337	1	42	0.0653595
3	3181900	3182000	338	1	1	1
3	3182089	3182244	339	1	3	0.0243902
3	3182248	3182433	340	1	2	2.25
3	3183702	3184092	341	1	6	0.0142857
3	3184795	3184895	342	1	1	1
3	3185318	3185433	343	1	2	2.25
3	3185485	3186022	344	2	29	0.209771
3	3186233	3186508	345	3	17	0.277778
3	3186509	3187136	346	5	36	0.107818
3	3187154	3187260	347	1	11	14
3	3187306	3187630	348	2	14	0.0996825
3	3187659	3187759	349	1	1	1
3	3188032	3188132	350	1	1	1
3	3188343	3188730	351	1	17	17
3	3188754	3188854	352	1	1	1
3	3189037	3189361	353	2	24	0.101046
3	3189520	3189680	354	2	5	6
3	3189685	3190274	355	1	20	20
3	3190351	3190451	356	1	1	1
3	3190478	3190578	357	1	1	1
3	3190934	3191034	358	1	1	1
3	3191112	3191212	359	1	1	1
3	3191502	3191819	360	2	9	0.0616698
3	3191874	3192070	361	1	2	2.25
3	3192087	3192652	362	2	53	0.124527
3	3192725	3192874	363	1	3	4
3	3193076	3193176	364	1	1	1
3	3193273	3193373	365	1	1	1
3	3193380	3193480	366	1	1	1
3	3193806	3193906	367	1	1	1
3	3194043	3194143	368	1	1	1
3	3194363	3194484	369	1	2	2.25
3	3195389	3195489	370	1	1	1
3	3195675	3195796	371	2	2	2.25
3	3195941	3196309	372	1	105	47
3	3196328	3196658	373	1	14	14
3	3196843	3197495	374	2	55	0.083229
3	3197524	3200455	375	6	249	0.0677793
3	3200538	3201061	376	3	33	0.0628912
3	3201099	3201934	377	7	46	0.0656667
3	3202089	3202664	378	1	15	16
3	3202678	3202790	379	2	3	4
3	3203072	3203792	380	1	39	0.0680851
3	3203821	3203993	381	2	4	0.0456349
3	3204012	3204149	382	2	3	4
3	3204296	3204670	383	1	19	17
3	3204672	3204786	384	1	3	4
3	3204826	3205459	385	1	40	0.0449173
3	3205595	3205813	386	2	8	0.0183323
3	3205889	3206161	387	2	9	0.0457428
3	3206226	3206326	388	1	1	1
3	3206360	3207662	389	4	90	0.0915751
3	3207836	3208016	390	1	2	2.25
3	3208120	3208490	391	1	19	19
3	3208588	3208952	392	2	21	0.135823
3	3209041	3209273	393	1	10	0.0555556
3	3209492	3209704	394	1	23	22
3	3209804	3210214	395	1	16	15
3	3210483	3211113	396	2	39	0.0279378
3	3211278	3211461	397	1	8	9
3	3211486	3211951	398	2	17	0.0671418
3	3212149	3212513	399	1	10	11
3	3213153	3213406	400	1	4	0.030303
3	3213415	3213654	401	1	19	18
3	3213976	3214357	402	1	12	12
3	3214452	3214912	403	2	25	0.405263
3	3214919	3215019	404	1	1	1
3	3215098	3215198	405	1	1	1
3	3215233	3215427	406	1	5	6
3	3215440	3215591	407	1	3	4
3	3215618	3215718	408	1	1	1
3	3215823	3216502	409	1	29	29
