chr	pos	Cov	Meth
3	3006932	5	4
3	3006945	6	5
3	3007152	4	4
3	3007161	4	3
3	3007993	13	10
3	3008374	11	8
3	3008395	10	10
3	3008645	15	12
3	3009719	3	3
3	3009825	5	2
3	3010109	15	8
3	3010259	9	6
3	3010303	8	6
3	3010630	13	11
3	3011461	12	7
3	3011936	2	2
3	3012416	3	3
3	3012584	6	2
3	3013010	20	14
3	3013023	22	22
3	3013095	12	10
3	3013291	15	9
3	3013336	21	20
3	3013840	11	10
3	3013847	10	9
3	3013887	10	6
3	3013942	12	8
3	3014081	10	10
3	3014097	14	13
3	3014204	18	15
3	3014356	13	13
3	3014431	6	5
3	3014678	12	6
3	3014805	10	9
3	3014845	7	7
3	3014959	8	8
3	3015508	8	5
3	3015611	4	3
3	3015758	10	10
3	3016222	18	16
3	3016262	13	9
3	3016417	20	10
3	3016531	2	1
3	3016828	14	13
3	3017048	28	26
3	3017079	25	25
3	3017118	19	16
3	3017194	2	1
3	3017268	9	6
3	3017270	12	12
3	3017274	16	14
3	3017280	19	18
3	3017303	35	35
3	3017379	112	94
3	3017387	112	72
3	3017413	99	85
3	3017422	93	77
3	3017452	32	24
3	3017469	13	13
3	3017515	72	66
3	3017555	69	65
3	3017568	71	53
3	3017571	70	61
3	3017583	70	61
3	3017741	1	1
3	3017828	68	59
3	3017857	131	118
3	3017899	202	175
3	3017918	186	139
3	3017945	118	80
3	3018187	3	3
3	3018189	3	3
3	3018226	2	2
3	3018249	1	1
3	3018415	29	26
3	3018489	23	19
3	3018519	73	58
3	3018624	3	3
3	3018661	3	3
3	3018704	2	1
3	3018743	1	0
3	3018832	2	2
3	3018908	35	34
3	3018916	35	33
3	3018993	22	22
3	3019008	18	18
3	3019054	18	17
3	3019058	17	17
3	3019113	9	9
3	3019248	38	23
3	3019333	3	3
3	3019373	2	1
3	3019472	16	12
3	3019687	10	10
3	3019707	10	8
3	3019768	41	33
3	3019776	46	29
3	3019806	53	38
3	3019840	39	32
3	3019882	20	15
3	3019889	20	11
3	3019915	15	12
3	3019982	6	1
3	3020005	1	0
3	3020193	1	0
3	3020208	1	0
3	3020445	18	14
3	3020467	30	27
3	3020520	49	36
3	3020565	32	23
3	3020607	16	10
3	3020633	14	10
3	3020653	19	17
3	3020685	21	13
3	3020711	21	17
3	3020734	20	20
3	3020748	16	16
3	3020769	6	6
3	3020790	4	4
3	3020795	4	4
3	3020805	3	3
3	3020810	3	3
3	3020820	1	1
3	3020835	2	2
3	3020864	4	4
3	3020866	4	4
3	3020870	4	4
3	3020876	4	4
3	3020889	5	5
3	3020899	5	5
3	3020983	14	14
3	3021009	50	45
3	3021018	52	47
3	3021048	43	32
3	3021052	43	38
3	3021065	41	36
3	3021111	12	12
3	3021151	13	10
3	3021164	14	11
3	3021167	16	16
3	3021179	17	14
3	3021846	10	10
