chr	start	end	cid	pid	abundance	methylpat
0	757120	757349	1	1	10.8291	15:M,23:M,24:M,32:M,36:M,46:M,61:M,66:M,68:M,69:M,70:M,74:M,75:M,79:M,86:M,92:M,95:M,98:M,101:M,116:M,117:M,121:M,124:M,130:M,133:M,139:M,143:M,154:U,161:U,165:U,168:U,177:U,183:U,184:U,194:U,199:U,207:U,209:U,210:U,213:U,222:U,227:U
0	757120	757349	1	2	4.154	15:M,23:M,24:M,32:M,36:M,46:M,61:U,66:U,68:U,69:U,70:U,74:U,75:U,79:U,86:U,92:U,95:U,98:U,101:U,116:U,117:U,121:U,124:U,130:U,133:U,139:U,143:U,154:U,161:U,165:U,168:U,177:U,183:U,184:U,194:M,199:M,207:M,209:M,210:M,213:M,222:M,227:M
0	757120	757349	1	3	0.661	15:M,23:M,24:M,32:M,36:M,46:M,61:U,66:U,68:U,69:U,70:U,74:U,75:U,79:U,86:U,92:M,95:M,98:M,101:M,116:M,117:M,121:M,124:M,130:M,133:M,139:M,143:M,154:U,161:U,165:U,168:U,177:U,183:U,184:U,194:U,199:U,207:U,209:U,210:U,213:U,222:U,227:U
0	757120	757349	1	4	0.537	15:M,23:M,24:M,32:M,36:M,46:M,61:M,66:M,68:M,69:M,70:M,74:M,75:M,79:M,86:M,92:M,95:M,98:M,101:M,116:M,117:M,121:U,124:U,130:U,133:U,139:U,143:U,154:U,161:U,165:U,168:U,177:U,183:U,184:U,194:M,199:M,207:M,209:M,210:M,213:M,222:M,227:M
0	757120	757349	1	5	0.533	15:M,23:M,24:M,32:M,36:M,46:M,61:U,66:M,68:M,69:M,70:M,74:M,75:M,79:M,86:M,92:M,95:M,98:M,101:M,116:M,117:M,121:M,124:M,130:U,133:U,139:U,143:U,154:U,161:U,165:U,168:U,177:U,183:U,184:U,194:M,199:M,207:M,209:M,210:M,213:M,222:M,227:M
0	757120	757349	1	6	0.465	15:M,23:M,24:M,32:M,36:M,46:M,61:U,66:U,68:U,69:U,70:U,74:U,75:U,79:M,86:M,92:M,95:M,98:M,101:M,116:M,117:M,121:M,124:M,130:M,133:M,139:U,143:U,154:U,161:U,165:U,168:U,177:U,183:U,184:U,194:M,199:M,207:M,209:M,210:M,213:M,222:M,227:M
0	757120	757349	1	7	0.413	15:M,23:M,24:M,32:M,36:M,46:M,61:M,66:M,68:M,69:M,70:M,74:M,75:M,79:M,86:M,92:M,95:U,98:U,101:U,116:U,117:U,121:U,124:U,130:U,133:U,139:U,143:U,154:U,161:U,165:U,168:U,177:U,183:U,184:U,194:M,199:M,207:M,209:M,210:M,213:M,222:M,227:M
0	757120	757349	1	8	0.353	15:M,23:M,24:M,32:M,36:M,46:M,61:U,66:U,68:U,69:U,70:U,74:U,75:U,79:U,86:U,92:U,95:U,98:U,101:U,116:M,117:M,121:M,124:M,130:M,133:M,139:M,143:M,154:U,161:U,165:U,168:U,177:U,183:U,184:U,194:U,199:U,207:U,209:U,210:U,213:U,222:U,227:U
0	757120	757349	1	9	0.229	15:M,23:M,24:M,32:M,36:M,46:M,61:M,66:M,68:M,69:M,70:M,74:M,75:M,79:M,86:M,92:M,95:M,98:M,101:M,116:M,117:M,121:M,124:U,130:U,133:U,139:U,143:U,154:U,161:U,165:U,168:U,177:U,183:U,184:U,194:M,199:M,207:M,209:M,210:M,213:M,222:M,227:M
0	757120	757349	1	10	0.166	15:M,23:M,24:M,32:M,36:M,46:M,61:U,66:U,68:U,69:U,70:U,74:U,75:U,79:U,86:M,92:M,95:M,98:M,101:M,116:M,117:M,121:M,124:M,130:M,133:M,139:M,143:U,154:U,161:U,165:U,168:U,177:U,183:U,184:U,194:M,199:M,207:M,209:M,210:M,213:M,222:M,227:M
0	757120	757349	1	11	0.136	15:M,23:M,24:M,32:M,36:M,46:M,61:U,66:U,68:U,69:U,70:U,74:M,75:M,79:M,86:M,92:M,95:M,98:M,101:M,116:M,117:M,121:M,124:M,130:M,133:M,139:M,143:U,154:U,161:U,165:U,168:U,177:U,183:U,184:U,194:M,199:M,207:M,209:M,210:M,213:M,222:M,227:M
0	757120	757349	1	12	0.13	15:M,23:M,24:M,32:M,36:M,46:M,61:M,66:M,68:M,69:M,70:M,74:M,75:M,79:M,86:M,92:U,95:U,98:U,101:U,116:U,117:U,121:U,124:U,130:U,133:U,139:U,143:U,154:U,161:U,165:U,168:U,177:U,183:U,184:U,194:M,199:M,207:M,209:M,210:M,213:M,222:M,227:M
0	757120	757349	1	13	0.116	15:M,23:M,24:M,32:M,36:M,46:M,61:U,66:U,68:U,69:U,70:U,74:U,75:U,79:M,86:M,92:M,95:M,98:M,101:M,116:M,117:M,121:M,124:M,130:M,133:M,139:M,143:U,154:U,161:U,165:U,168:U,177:U,183:U,184:U,194:M,199:M,207:M,209:M,210:M,213:M,222:M,227:M
0	757120	757349	1	14	0.1	15:M,23:M,24:M,32:M,36:M,46:M,61:U,66:U,68:U,69:U,70:U,74:U,75:U,79:U,86:U,92:U,95:U,98:U,101:U,116:U,117:U,121:U,124:M,130:M,133:M,139:M,143:M,154:U,161:U,165:U,168:U,177:U,183:U,184:U,194:U,199:U,207:U,209:U,210:U,213:U,222:U,227:U
