pos	unmethyl	 methyl
11007845	3	12
11007869	0	16
11007889	0	18
11008616	5	20
11008635	6	21
11008647	7	21
11008862	2	11
11008942	0	17
11008952	0	20
11009019	0	17
11009125	0	11
11009296	22	0
11009467	15	2
11009769	15	5
11010103	22	0
11010151	4	15
11010174	20	0
11010285	19	5
11010317	22	0
11010659	0	21
11010733	7	17
11010740	8	18
11011310	12	4
11011345	0	15
11011385	19	1
11011535	28	0
11011581	6	15
11011645	22	0
11011667	27	0
11013248	21	6
11013565	12	2
11013573	13	2
11013590	13	3
11013641	23	0
11014173	22	0
11014195	15	5
11014257	21	0
11014372	11	12
11014393	8	18
11014444	34	0
11014448	36	0
11014457	35	0
11014514	24	5
11014583	7	16
11014591	7	18
11014604	8	20
11014610	7	19
11014707	7	15
11014736	17	6
11014744	17	6
11014794	3	16
11014813	2	14
11014894	24	0
11014906	25	0
11014969	0	22
11015026	7	15
11015031	8	15
11015039	8	17
11015042	8	16
11015044	8	16
11015049	8	16
11015057	7	14
11015064	7	14
11015067	7	14
11015078	6	14
11015081	6	14
11015084	6	17
11015093	5	16
11015101	2	17
11015120	2	16
11015126	3	15
11015134	2	14
11015165	17	0
11015168	16	0
11015192	11	4
11016317	12	4
11016325	12	4
11016337	13	3
11016695	13	4
11017134	13	0
11017169	1	14
11017209	1	16
11017359	28	0
11017438	0	23
11017469	23	0
11017580	11	4
11018198	0	21
11019226	3	10
11019682	0	19
11019726	0	25
11019854	8	15
11020102	0	11
11020705	29	0
11020718	29	0
11021547	18	3
11021932	16	4
11023425	0	13
11024005	10	0
11024096	15	4
11024328	14	4
