chr	pos	Cov	Meth
1	11007844	15	12
1	11007868	16	16
1	11007888	18	18
1	11008615	25	20
1	11008634	27	21
1	11008646	28	21
1	11008861	13	11
1	11008941	17	17
1	11008951	20	20
1	11009018	17	17
1	11009124	11	11
1	11009295	22	0
1	11009466	17	2
1	11009768	20	5
1	11010102	22	0
1	11010150	19	15
1	11010173	20	0
1	11010284	24	5
1	11010316	22	0
1	11010658	21	21
1	11010732	24	17
1	11010739	26	18
1	11011309	16	4
1	11011344	15	15
1	11011384	20	1
1	11011534	28	0
1	11011580	21	15
1	11011644	22	0
1	11011666	27	0
1	11013247	27	6
1	11013564	14	2
1	11013572	15	2
1	11013589	16	3
1	11013640	23	0
1	11014172	22	0
1	11014194	20	5
1	11014256	21	0
1	11014371	23	12
1	11014392	26	18
1	11014443	34	0
1	11014447	36	0
1	11014456	35	0
1	11014513	29	5
1	11014582	23	16
1	11014590	25	18
1	11014603	28	20
1	11014609	26	19
1	11014706	22	15
1	11014735	23	6
1	11014743	23	6
1	11014793	19	16
1	11014812	16	14
1	11014893	24	0
1	11014905	25	0
1	11014968	22	22
1	11015025	22	15
1	11015030	23	15
1	11015038	25	17
1	11015041	24	16
1	11015043	24	16
1	11015048	24	16
1	11015056	21	14
1	11015063	21	14
1	11015066	21	14
1	11015077	20	14
1	11015080	20	14
1	11015083	23	17
1	11015092	21	16
1	11015100	19	17
1	11015119	18	16
1	11015125	18	15
1	11015133	16	14
1	11015164	17	0
1	11015167	16	0
1	11015191	15	4
1	11016316	16	4
1	11016324	16	4
1	11016336	16	3
1	11016694	17	4
1	11017133	13	0
1	11017168	15	14
1	11017208	17	16
1	11017358	28	0
1	11017437	23	23
1	11017468	23	0
1	11017579	15	4
1	11018197	21	21
1	11019225	13	10
1	11019681	19	19
1	11019725	25	25
1	11019853	23	15
1	11020101	11	11
1	11020704	29	0
1	11020717	29	0
1	11021546	21	3
1	11021931	20	4
1	11023424	13	13
1	11024004	10	0
1	11024095	19	4
1	11024327	17	4
