pos	unmethyl	 methyl
757121	0	1
757123	3	2
757126	3	2
757130	3	3
757131	3	3
757133	3	4
757135	4	4
757140	6	4
757143	7	4
757144	7	4
757155	10	6
757160	12	7
757161	12	7
757165	13	7
757166	13	7
757167	13	7
757168	13	7
757169	13	7
757170	13	7
757172	14	8
757173	14	8
757174	14	8
757177	15	11
757178	16	11
757182	14	12
757183	13	12
757187	14	12
757188	14	11
757194	14	11
757204	2	26
757206	2	26
757207	2	27
757208	2	26
757210	2	25
757212	2	25
757213	2	24
757214	2	24
757216	2	24
757217	2	24
757222	3	23
757223	4	23
757227	3	25
757228	3	25
757229	3	26
757230	4	26
757232	3	26
757235	3	26
757236	3	24
757239	3	23
757240	4	24
757241	4	24
757243	4	23
757244	4	22
757252	4	22
757253	4	22
757254	4	23
757255	4	24
757261	4	21
757265	4	22
757268	4	20
757276	4	23
757278	4	22
757282	3	22
757284	2	22
757289	3	25
757290	2	25
757293	2	24
757296	2	22
757299	2	21
757302	1	19
757304	1	19
757306	1	19
757310	1	18
757315	1	15
757316	1	15
757318	1	14
757322	1	12
757325	1	11
757327	1	11
757328	1	11
757330	1	11
757334	1	7
757335	1	6
757338	1	6
757341	1	6
757346	0	4
757348	0	4
757349	0	0
757350	0	0
