chr	pos	Cov	Meth
3	11007845	1	1
3	11007869	1	1
3	11008616	4	3
3	11008635	2	2
3	11008647	1	1
3	11008862	2	1
3	11008942	2	1
3	11008952	3	2
3	11009019	9	9
3	11009125	12	8
3	11009296	13	6
3	11009467	8	8
3	11009623	1	1
3	11009924	2	2
3	11010103	3	3
3	11010151	6	6
3	11010174	6	5
3	11010285	3	3
3	11010317	1	1
3	11010404	1	0
3	11010659	3	2
3	11010733	3	3
3	11010740	3	2
3	11011310	4	4
3	11011345	2	1
3	11011385	1	1
3	11011535	16	14
3	11011581	23	20
3	11011645	6	4
3	11011667	4	0
3	11013248	2	1
3	11013565	8	8
3	11013573	9	9
3	11013590	11	8
3	11013641	9	8
3	11014173	8	8
3	11014195	11	10
3	11014257	14	13
3	11014372	31	30
3	11014393	28	27
3	11014444	23	23
3	11014448	25	23
3	11014457	28	21
3	11014514	25	21
3	11014583	23	22
3	11014591	22	22
3	11014604	20	16
3	11014610	17	15
3	11014707	6	3
3	11014736	16	14
3	11014744	15	14
3	11014794	23	20
3	11014813	25	19
3	11014894	19	19
3	11014906	19	18
3	11014969	24	20
3	11015026	23	20
3	11015031	26	23
3	11015039	23	20
3	11015042	27	22
3	11015044	27	22
3	11015049	28	24
3	11015057	28	23
3	11015064	27	23
3	11015067	27	22
3	11015078	25	18
3	11015081	26	21
3	11015084	27	23
3	11015093	26	22
3	11015101	23	17
3	11015120	20	17
3	11015126	18	13
3	11015134	14	11
3	11015165	10	10
3	11015168	10	8
3	11015192	11	5
3	11016317	4	1
3	11016325	3	2
3	11016337	3	3
3	11016695	1	0
3	11017134	21	16
3	11017359	20	20
3	11017438	4	2
3	11017469	1	1
3	11017580	7	0
3	11018416	1	0
3	11018797	1	1
3	11019050	3	3
3	11019226	1	1
3	11019682	8	7
3	11019726	12	11
3	11020102	1	1
3	11020252	2	1
3	11020362	2	1
3	11020933	2	2
3	11020958	2	2
3	11021547	3	1
3	11021932	9	5
3	11023216	1	1
3	11023425	4	2
3	11024005	9	8
3	11024096	11	9
3	11024328	2	1
3	11024537	2	2
3	11024641	4	4
3	11024678	5	4
3	11024822	1	1
3	11025332	3	0
3	11025875	13	8
3	11025996	8	7
3	11026099	6	5
3	11026120	7	6
3	11026387	3	3
3	11026655	12	10
3	11027297	3	3
3	11027340	1	1
3	11027515	1	1
3	11028640	1	1
3	11028754	1	1
3	11030129	2	2
3	11030132	2	2
3	11030340	7	7
3	11030354	7	5
3	11030435	10	10
3	11030469	15	13
3	11030542	21	16
3	11030839	3	1
3	11031391	5	5
3	11032284	1	1
3	11032287	1	1
3	11032839	9	8
3	11032883	13	10
3	11033344	1	1
3	11033357	2	1
3	11033451	2	2
3	11033959	5	3
3	11035004	3	2
3	11035112	1	1
3	11035115	1	1
3	11035670	11	2
3	11035672	11	2
3	11036425	2	2
3	11036520	18	6
3	11036570	7	4
3	11036580	4	4
3	11036589	4	4
3	11036625	1	1
3	11036643	1	1
3	11037539	9	7
3	11038630	6	6
3	11038798	5	4
3	11038854	9	8
3	11039157	6	6
3	11039581	2	1
3	11039668	3	1
3	11040462	2	2
3	11040513	3	3
3	11040623	4	4
3	11040641	4	3
3	11040646	3	2
3	11040746	1	1
3	11040967	2	2
3	11041113	4	4
3	11041252	2	2
3	11042576	1	1
3	11042731	2	2
3	11043384	3	3
3	11044237	1	0
3	11045214	3	3
3	11045408	8	8
3	11045921	3	0
3	11046133	1	1
3	11046811	11	9
3	11046919	7	7
3	11047006	1	1
3	11047199	3	3
3	11050130	2	2
3	11050220	20	10
3	11050222	20	9
3	11050260	35	21
3	11050288	36	10
3	11050303	36	33
3	11050317	23	20
3	11050363	2	2
3	11050401	6	4
3	11050407	6	4
3	11050438	6	3
3	11050444	6	3
3	11050452	5	3
3	11050455	4	3
3	11050552	5	5
3	11050565	5	4
3	11050596	4	3
3	11050908	3	1
3	11050910	2	2
3	11050980	1	1
3	11051239	7	7
3	11051901	2	1
3	11051911	2	2
3	11052070	2	0
3	11052117	1	0
3	11052518	1	0
3	11052527	1	1
3	11052745	9	3
3	11052998	1	0
3	11053271	1	1
3	11053305	2	2
3	11053386	1	0
3	11053450	1	0
3	11053459	1	0
3	11053472	1	0
3	11053811	1	0
3	11053967	7	6
3	11054104	5	0
3	11054171	3	2
3	11054393	4	0
3	11054408	3	0
3	11054499	8	5
3	11054504	8	4
3	11054611	27	5
3	11054673	4	4
3	11054902	3	3
3	11054912	5	5
3	11054959	9	7
3	11054968	9	8
3	11055057	5	1
3	11055148	2	1
3	11055162	2	2
3	11055206	2	0
3	11055303	7	7
3	11055401	12	10
3	11055478	208	105
3	11055503	238	236
3	11055506	207	192
3	11055527	236	212
3	11055529	233	211
3	11055531	232	210
3	11055546	209	156
3	11055553	145	135
3	11055567	79	73
