chr	start	end	cid	npatterns	total_coverage	total_flow
3	3000028	3002020	1	2	230	0.0958084
3	3002033	3003231	2	5	80	0.0930632
3	3003236	3003939	3	3	50	0.0777686
3	3004059	3004596	4	1	44	0.0804598
3	3005120	3008829	5	6	355	0.0864198
3	3009302	3009935	6	1	32	0.0488722
3	3010014	3011823	7	6	164	0.0749599
3	3011935	3018015	8	36	1095	0.312922
3	3018132	3018269	9	1	3	0.0294118
3	3018385	3018760	10	3	130	0.075
3	3018794	3020010	11	16	211	0.182251
3	3020138	3020239	12	1	1	0.01
3	3020369	3027125	13	23	822	0.13778
3	3027155	3033572	14	13	617	0.0892218
3	3033741	3033842	15	1	1	0.01
3	3033955	3034067	16	1	2	0.0202703
3	3034156	3034377	17	1	5	0.0272727
3	3034478	3035511	18	1	34	0.0285344
3	3035636	3035872	19	1	4	0.0212766
3	3035928	3036029	20	1	1	0.01
3	3036054	3036523	21	1	19	0.042735
3	3036529	3037190	22	2	25	0.0347826
3	3037471	3038056	23	1	62	0.0865385
3	3038211	3038450	24	1	4	0.0210084
3	3038482	3038801	25	1	12	0.0377358
3	3039241	3039469	26	1	8	0.0396476
3	3039710	3040402	27	2	22	0.03569
3	3040550	3040791	28	1	21	0.075
3	3040860	3041056	29	1	8	0.0461538
3	3041055	3041387	30	1	14	0.0362538
3	3041562	3041755	31	2	5	0.0327273
3	3041883	3042226	32	1	31	0.0795455
3	3042413	3042672	33	1	6	0.0271318
3	3042715	3042871	34	1	3	0.0258065
3	3042923	3043035	35	1	2	0.0202703
3	3043181	3043728	36	1	47	0.0408163
3	3043884	3044329	37	3	105	0.176862
3	3044553	3044654	38	1	1	0.01
3	3044671	3045022	39	1	24	0.0571429
3	3045043	3045150	40	1	2	0.0212264
3	3045456	3045557	41	1	1	0.01
3	3045895	3046001	42	1	2	0.0214286
3	3046065	3046240	43	1	3	0.0229885
3	3046240	3046342	44	2	2	0.0225
3	3046454	3046555	45	1	1	0.01
3	3046928	3047121	46	1	2	0.0117188
3	3047136	3047346	47	2	6	0.0351824
3	3047598	3047699	48	1	1	0.01
3	3047747	3048248	49	1	35	0.0654088
3	3048393	3048603	50	1	3	0.0191388
3	3048742	3048940	51	1	6	0.035533
3	3048971	3049649	52	4	32	0.0724088
3	3049653	3049800	53	1	4	0.0342466
3	3049823	3049924	54	1	1	0.01
3	3049940	3050066	55	1	7	0.048
3	3050438	3050996	56	3	15	0.03
3	3051316	3051417	57	1	1	0.01
3	3051456	3051658	58	1	11	0.0338983
3	3051696	3052186	59	1	14	0.0306748
3	3052234	3052381	60	1	3	0.0273973
3	3052419	3052567	61	1	3	0.0272109
3	3052611	3052712	62	1	1	0.01
3	3052772	3052899	63	1	2	0.0178571
3	3052986	3053676	64	2	44	0.04
3	3053744	3054141	65	1	12	0.0328283
3	3054233	3054575	66	1	34	0.085044
3	3054618	3055473	67	2	36	0.0450893
3	3055539	3055643	68	1	2	0.0218447
3	3055651	3055824	69	1	5	0.0290698
3	3055956	3056116	70	1	2	0.0141509
3	3056167	3057008	71	3	68	0.0784917
3	3057055	3057156	72	1	1	0.01
3	3057549	3057719	73	2	4	0.025
3	3057731	3057832	74	1	1	0.01
3	3057841	3057942	75	1	1	0.01
